PDB_ID	Total_Structures	Average_Length
gi|70605917|ref|YP_254787.1|_13-146_1BBU:A:11-154	36	4.00
gi|70605919|ref|YP_254789.1|_15-64_1WOT:A:	31	3.16
gi|70605920|ref|YP_254790.1|_1-176_2ARH:A:1-196	56	3.50
gi|70605921|ref|YP_254791.1|_25-201_1R30:A:	98	3.18
gi|70605922|ref|YP_254792.1|_1-121_2QI2:A:1-126	31	4.06
gi|70605922|ref|YP_254792.1|_236-342_1X52:A:8-118	27	4.11
gi|70605922|ref|YP_254792.1|_124-240_2VGN:A:136-277	37	3.84
gi|70605923|ref|YP_254793.1|_1-146_1Y9W:A:1-140	36	3.89
gi|70605924|ref|YP_254794.1|_380-771_1TGO:A:348-773	125	3.41
gi|70605924|ref|YP_254794.1|_3-400_1TGO:A:1-347	95	3.65
gi|70605925|ref|YP_254795.1|_165-265_1T6T:1:	32	3.38
gi|70605926|ref|YP_254796.1|_1-343_1J1U:A:	81	3.78
gi|70605928|ref|YP_254798.1|_1-134_1VPH:A:	37	4.00
gi|70605929|ref|YP_254799.1|_98-211_1VQV:A:1-137	39	3.51
gi|70605929|ref|YP_254799.1|_215-364_2Z1E:A:156-334	56	3.20
gi|70605930|ref|YP_254800.1|_10-145_2GY9:M:1-114	35	3.26
gi|70605931|ref|YP_254801.1|_9-162_1C06:A:	49	3.24
gi|70605932|ref|YP_254802.1|_5-130_2QAL:K:12-128	33	3.55
gi|70605933|ref|YP_254803.1|_37-158_1I50:C:42-172	47	2.79
gi|70605933|ref|YP_254803.1|_3-42,180-261_1I50:K:	35	3.26
gi|70605935|ref|YP_254805.1|_4-145_1J3A:A:	42	3.38
gi|70605936|ref|YP_254806.1|_8-138_2GY9:I:4-129	33	3.82
gi|70605937|ref|YP_254807.1|_1-63_1I50:J:	25	2.60
gi|70605938|ref|YP_254808.1|_29-213_1VI6:A:	64	3.02
gi|70605941|ref|YP_254811.1|_1-293_1P0K:A:	91	3.62
gi|70605942|ref|YP_254812.1|_7-329_1RQJ:A:	55	5.44
gi|70605944|ref|YP_254814.1|_10-215_1LVH:A:	67	3.30
gi|70605945|ref|YP_254815.1|_20-492_1EHK:A:	117	4.69
gi|70605948|ref|YP_254818.1|_1-238_1J6O:A:	75	3.56
gi|70605949|ref|YP_254819.1|_4-43_1YFB:A:3-53	16	3.25
gi|70605950|ref|YP_254820.1|_22-117_2D1H:A:1-109	24	4.54
gi|70605951|ref|YP_254821.1|_2-217_2D13:A:2-227	65	3.48
gi|70605952|ref|YP_254822.1|_4-150_1ORI:A:	99	3.19
gi|70605953|ref|YP_254823.1|_8-178_1E5K:A:	66	2.85
gi|70605954|ref|YP_254824.1|_2-171_1XI8:A:6-181	36	4.89
gi|70605954|ref|YP_254824.1|_176-314_1UZ5:A:181-328	45	3.29
gi|70605955|ref|YP_254825.1|_4-100_1XJC:A:	47	3.51
gi|70605956|ref|YP_254826.1|_37-225_1VLM:A:	66	3.30
gi|70605960|ref|YP_254830.1|_64-135_1FX7:A:65-144	23	3.48
gi|70605960|ref|YP_254830.1|_12-91_1ON2:A:2-62	14	4.36
gi|70605960|ref|YP_254830.1|_130-212_1BYM:A:	35	2.77
gi|70605961|ref|YP_254831.1|_4-391_2B8N:A:4-417	119	3.48
gi|70605962|ref|YP_254832.1|_3-237_2ONK:C:1-252	44	5.73
gi|70605964|ref|YP_254834.1|_1-217_1HG3:A:	79	2.84
gi|70605967|ref|YP_254837.1|_34-164,243-303_2B20:A:151-397	74	3.34
gi|70605968|ref|YP_254838.1|_3-124_1IRY:A:	52	3.00
gi|70605969|ref|YP_254839.1|_10-428_1VDK:A:	118	3.90
gi|70605970|ref|YP_254840.1|_11-193_1XM8:A:	77	3.29
gi|70605971|ref|YP_254841.1|_50-325_1OMZ:A:	87	3.05
gi|70605972|ref|YP_254842.1|_631-813_1IWG:A:7-37,A:331-498	35	5.71
gi|70605972|ref|YP_254842.1|_283-462_1IWG:A:513-566,A:869-1036	45	4.96
gi|70605973|ref|YP_254843.1|_167-345_1HV8:A:3-210	68	3.06
gi|70605973|ref|YP_254843.1|_503-574_2AE6:A:1-161	37	4.35
gi|70605975|ref|YP_254845.1|_1-240_1HD7:A:	90	3.06
gi|70605976|ref|YP_254846.1|_2-71_1JDQ:A:	32	3.03
gi|70605979|ref|YP_254849.1|_26-130_2D1H:A:1-109	24	4.54
gi|70605980|ref|YP_254850.1|_1-259_1UDB:A:	102	3.31
gi|70605981|ref|YP_254851.1|_6-264_1PZ1:A:	119	2.79
gi|70605982|ref|YP_254852.1|_1-52,93-172,201-328_1EBD:A:7-154,A:272-346	77	2.91
gi|70605982|ref|YP_254852.1|_310-410_1JEH:A:356-478	39	3.15
gi|70605984|ref|YP_254854.1|_128-200_1WB1:A:180-271	46	2.00
gi|70605987|ref|YP_254857.1|_3-219_1V7Z:A:	81	3.17
gi|70605988|ref|YP_254858.1|_10-374_1PW4:A:	82	5.49
gi|70605989|ref|YP_254859.1|_166-308_1VPM:A:	41	3.78
gi|70605989|ref|YP_254859.1|_2-141_1VPM:A:	41	3.78
gi|70605991|ref|YP_254861.1|_145-285,369-598_3D31:A:1-229	75	3.05
gi|70605993|ref|YP_254863.1|_3-194_1XHC:A:1-103,A:226-289	63	2.63
gi|70605993|ref|YP_254863.1|_316-437_1NHP:A:322-447	40	3.15
gi|70605993|ref|YP_254863.1|_149-312_1XHC:A:1-103,A:226-289	63	2.63
gi|70605995|ref|YP_254865.1|_35-292_1TZB:A:	77	3.91
gi|70605996|ref|YP_254866.1|_5-312_1LI5:A:1-315	99	3.18
gi|70605996|ref|YP_254866.1|_346-468_1U0B:B:316-461	41	3.56
gi|70605997|ref|YP_254867.1|_3-130_1K2E:A:	44	3.52
gi|70605999|ref|YP_254869.1|_188-421_1V9L:A:180-421	71	3.41
gi|70605999|ref|YP_254869.1|_12-190_1B26:A:4-178	50	3.50
gi|70606001|ref|YP_254871.1|_1-151,180-313_1F2T:A:,B:	88	3.33
gi|70606002|ref|YP_254872.1|_9-257_1O5I:A:	75	3.12
gi|70606003|ref|YP_254873.1|_3-188_1UI0:A:	65	2.95
gi|70606005|ref|YP_254875.1|_63-130_1FX7:A:65-144	23	3.48
gi|70606005|ref|YP_254875.1|_8-87_1LJ9:A:	31	4.65
gi|70606006|ref|YP_254876.1|_2-268_1O5K:A:	79	3.86
gi|70606007|ref|YP_254877.1|_15-91_1ULY:A:	41	4.63
gi|70606008|ref|YP_254878.1|_223-349_3B60:A:329-581	83	3.05
gi|70606009|ref|YP_254879.1|_28-517_1UZB:A:	153	3.37
gi|70606011|ref|YP_254881.1|_8-135_2D59:A:4-142	52	2.71
gi|70606013|ref|YP_254883.1|_36-100_1QYP:A:	18	3.11
gi|70606015|ref|YP_254885.1|_1-88_1I50:K:	35	3.26
gi|70606016|ref|YP_254886.1|_59-170_3BZK:A:637-730	32	2.94
gi|70606016|ref|YP_254886.1|_1-49_2NN6:I:6-60	28	1.96
gi|70606018|ref|YP_254888.1|_4-167_1S72:H:	50	3.42
gi|70606021|ref|YP_254891.1|_1-237_1JW9:B:	74	3.34
gi|70606022|ref|YP_254892.1|_9-261_1TRK:A:3-337	100	3.35
gi|70606023|ref|YP_254893.1|_6-171_1QGD:A:333-527	66	2.95
gi|70606023|ref|YP_254893.1|_177-311_1W85:B:193-324	39	3.38
gi|70606024|ref|YP_254894.1|_93-269_1JAY:A:	64	3.31
gi|70606024|ref|YP_254894.1|_2-87_1YBZ:A:2-75	9	8.22
gi|70606024|ref|YP_254894.1|_247-337_2F1K:A:166-279	23	4.96
gi|70606025|ref|YP_254895.1|_47-329_1RZM:A:	123	2.75
gi|70606026|ref|YP_254896.1|_13-346_1DQS:A:	103	3.77
gi|70606027|ref|YP_254897.1|_103-256_1NVT:A:111-287	54	3.28
gi|70606027|ref|YP_254897.1|_4-101_1NVT:A:1-110	35	3.00
gi|70606028|ref|YP_254898.1|_4-360_1UM0:A:	128	2.85
gi|70606029|ref|YP_254899.1|_20-145_1KKH:A:1-180	43	4.07
gi|70606029|ref|YP_254899.1|_212-256_1FWK:A:168-300	41	3.24
gi|70606030|ref|YP_254900.1|_21-355_1G6S:A:	139	3.07
gi|70606031|ref|YP_254901.1|_6-211_1SFL:A:	72	3.28
gi|70606032|ref|YP_254902.1|_6-98_1FQT:A:	46	2.37
gi|70606034|ref|YP_254904.1|_3-83,133-190,301-341_2FWR:A:23-256	78	3.00
gi|70606035|ref|YP_254905.1|_3-77_1NHO:A:	30	2.83
gi|70606036|ref|YP_254906.1|_5-73_1DCJ:A:	25	3.24
gi|70606037|ref|YP_254907.1|_96-209_1B06:A:93-210	37	3.19
gi|70606037|ref|YP_254907.1|_7-93_1B06:A:3-92	19	4.74
gi|70606038|ref|YP_254908.1|_1-232,260-309_1H5R:A:	99	2.93
gi|70606040|ref|YP_254910.1|_177-490_2AFA:A:4-415	134	3.07
gi|70606040|ref|YP_254910.1|_3-128_1TI3:A:	28	4.04
gi|70606041|ref|YP_254911.1|_1-231_1GCO:A:	76	3.43
gi|70606043|ref|YP_254913.1|_41-308_1XHB:A:95-422	99	3.31
gi|70606046|ref|YP_254916.1|_1-216_1G3Q:A:	77	3.08
gi|70606047|ref|YP_254917.1|_6-77_1H7W:A:2-183	56	3.25
gi|70606048|ref|YP_254918.1|_207-441_1F0X:A:274-567	64	4.59
gi|70606048|ref|YP_254918.1|_2-204_1HSK:A:15-208	71	2.73
gi|70606049|ref|YP_254919.1|_6-171_1E8G:A:6-273	98	2.73
gi|70606050|ref|YP_254920.1|_9-292_1Q6Z:A:342-524	62	2.95
gi|70606051|ref|YP_254921.1|_223-490_1B0P:A:2-258	67	3.84
gi|70606051|ref|YP_254921.1|_2-244_1B0P:A:416-668	82	3.09
gi|70606051|ref|YP_254921.1|_502-616_1B0P:A:259-415	55	2.85
gi|70606053|ref|YP_254923.1|_4-234_1J31:A:	88	2.98
gi|70606054|ref|YP_254924.1|_121-259_2O16:A:20-158	48	2.90
gi|70606054|ref|YP_254924.1|_10-118_2YVX:A:132-275	63	2.29
gi|70606054|ref|YP_254924.1|_284-372_1IMU:A:	30	3.57
gi|70606055|ref|YP_254925.1|_1-318_1C3P:A:	115	3.23
gi|70606056|ref|YP_254926.1|_121-389_1EYZ:A:113-318	53	3.89
gi|70606056|ref|YP_254926.1|_3-111_1EYZ:A:2-112	40	2.77
gi|70606061|ref|YP_254931.1|_1-178,265-314_2IVD:A:10-306,A:415-464	107	3.25
gi|70606063|ref|YP_254933.1|_9-176_1Y5E:A:12-166	42	3.69
gi|70606067|ref|YP_254937.1|_3-280_2NUX:B:	87	3.31
gi|70606068|ref|YP_254938.1|_1-306_2DCN:A:2-309	87	3.54
gi|70606069|ref|YP_254939.1|_21-500_1KY8:A:	154	3.24
gi|70606070|ref|YP_254940.1|_7-87_1FQT:A:	46	2.37
gi|70606072|ref|YP_254942.1|_122-211_2OAU:A:113-179	22	3.05
gi|70606072|ref|YP_254942.1|_46-120_2OAU:A:27-112	7	12.29
gi|70606073|ref|YP_254943.1|_8-83_1VLG:A:	21	7.81
gi|70606077|ref|YP_254947.1|_107-317_1VPB:A:	126	3.48
gi|70606078|ref|YP_254948.1|_3-243_1VL8:A:	73	3.44
gi|70606079|ref|YP_254949.1|_4-213_1X42:A:1-230	69	3.33
gi|70606080|ref|YP_254950.1|_212-441_1R30:A:	98	3.18
gi|70606082|ref|YP_254952.1|_6-188_2QFI:A:5-208	71	2.87
gi|70606082|ref|YP_254952.1|_207-263_3BYP:A:6-87	17	4.82
gi|70606083|ref|YP_254953.1|_1-327_1O7X:A:	86	4.27
gi|70606084|ref|YP_254954.1|_2-277_1MUM:A:	85	3.40
gi|70606085|ref|YP_254955.1|_2-425_1SZQ:A:	143	3.31
gi|70606086|ref|YP_254956.1|_3-136_1OJU:A:22-163	40	3.55
gi|70606086|ref|YP_254956.1|_140-296_1I0Z:A:161-332	52	3.31
gi|70606087|ref|YP_254957.1|_84-261_1QP8:A:83-263	70	2.59
gi|70606087|ref|YP_254957.1|_1-99_1QP8:A:1-82,A:264-302	52	2.35
gi|70606088|ref|YP_254958.1|_1-142_1WMM:A:1-145	47	3.09
gi|70606089|ref|YP_254959.1|_5-368_2BKW:A:3-384	122	3.13
gi|70606090|ref|YP_254960.1|_1-208_1NOX:A:	54	3.70
gi|70606092|ref|YP_254962.1|_2-159_1V7L:A:	63	2.57
gi|70606093|ref|YP_254963.1|_1-414_1L5J:A:373-862	167	2.93
gi|70606097|ref|YP_254967.1|_2-220_1V43:A:7-245	69	3.46
gi|70606098|ref|YP_254968.1|_10-202_3DHW:A:6-208	37	5.49
gi|70606098|ref|YP_254968.1|_329-521_3DHW:A:6-208	37	5.49
gi|70606099|ref|YP_254969.1|_85-353_1ULZ:A:115-328	59	3.63
gi|70606099|ref|YP_254969.1|_2-114_1DV1:A:1-114	34	3.35
gi|70606099|ref|YP_254969.1|_336-451_1DV1:A:331-446	42	2.76
gi|70606100|ref|YP_254970.1|_91-167_1O78:A:	41	2.05
gi|70606101|ref|YP_254971.1|_238-511_1VRG:A:252-515	81	3.26
gi|70606101|ref|YP_254971.1|_2-251_1VRG:A:1-251	72	3.49
gi|70606102|ref|YP_254972.1|_504-701_2P6R:A:489-686	47	4.21
gi|70606102|ref|YP_254972.1|_39-185,214-270,307-403_2P6R:A:1-202	56	3.61
gi|70606102|ref|YP_254972.1|_421-503_2P6R:A:404-488	23	3.70
gi|70606103|ref|YP_254973.1|_20-62_1Q5V:A:1-48	9	5.33
gi|70606107|ref|YP_254977.1|_1-208_1II7:A:	108	3.08
gi|70606109|ref|YP_254979.1|_2-161_1TE5:A:	79	3.20
gi|70606110|ref|YP_254980.1|_1-230_1Y44:A:1-307	99	3.10
gi|70606111|ref|YP_254981.1|_2-274_1RKD:A:	86	3.56
gi|70606112|ref|YP_254982.1|_5-258_1UB0:A:	62	4.16
gi|70606112|ref|YP_254982.1|_265-400_2PB9:A:268-451	64	2.88
gi|70606114|ref|YP_254984.1|_41-302_1QG8:A:	70	3.64
gi|70606116|ref|YP_254986.1|_12-203_1ZTC:A:1-207	71	2.92
gi|70606119|ref|YP_254989.1|_239-460_2PG3:A:1-230	60	3.83
gi|70606119|ref|YP_254989.1|_2-224_1XFF:A:	80	2.98
gi|70606120|ref|YP_254990.1|_69-382_1S2M:A:252-422	56	3.05
gi|70606127|ref|YP_254997.1|_1-121_2EF7:A:1-127	47	2.70
gi|70606128|ref|YP_254998.1|_16-267_2FNA:A:1-283	74	3.82
gi|70606128|ref|YP_254998.1|_269-338_1HSJ:A:373-487	30	3.83
gi|70606129|ref|YP_254999.1|_1-232_1EFP:B:	77	3.19
gi|70606130|ref|YP_255000.1|_157-277_1EFP:A:185-308	49	2.53
gi|70606130|ref|YP_255000.1|_37-190_1O97:C:	81	3.22
gi|70606131|ref|YP_255001.1|_2-176,264-327_2GMH:A:4-236,A:336-482	122	3.12
gi|70606131|ref|YP_255001.1|_175-263_2GMH:A:237-335	31	3.19
gi|70606132|ref|YP_255002.1|_6-82_1H98:A:	30	2.57
gi|70606133|ref|YP_255003.1|_13-470_1QM5:A:	219	3.63
gi|70606134|ref|YP_255004.1|_17-412_1PW4:A:	82	5.49
gi|70606135|ref|YP_255005.1|_31-303_1TV8:A:	108	3.03
gi|70606138|ref|YP_255008.1|_13-198_1DIQ:A:7-242	92	2.57
gi|70606138|ref|YP_255008.1|_202-431_1F0X:A:274-567	64	4.59
gi|70606139|ref|YP_255009.1|_1-165_1EJ2:A:	50	3.34
gi|70606141|ref|YP_255011.1|_8-201_1QQ5:A:	73	3.36
gi|70606144|ref|YP_255014.1|_39-404_1JOF:A:	118	3.09
gi|70606145|ref|YP_255015.1|_20-650_1PG4:A:	222	2.90
gi|70606146|ref|YP_255016.1|_7-246_2C8M:A:1-256	74	3.46
gi|70606147|ref|YP_255017.1|_16-81_1LAB:A:	44	1.82
gi|70606148|ref|YP_255018.1|_10-276_1R30:A:	98	3.18
gi|70606149|ref|YP_255019.1|_1-258_2C8M:A:1-256	74	3.46
gi|70606151|ref|YP_255021.1|_2-219_1U5H:A:	79	2.82
gi|70606152|ref|YP_255022.1|_16-132_1ZKI:A:4-129	36	3.50
gi|70606154|ref|YP_255024.1|_4-248_1EFV:B:	75	3.36
gi|70606154|ref|YP_255024.1|_286-476_1O97:D:1-192	66	2.91
gi|70606154|ref|YP_255024.1|_486-603_1EFV:A:208-331	52	2.38
gi|70606155|ref|YP_255025.1|_1-170,261-317_2I0Z:A:1-192,A:362-420	88	2.86
gi|70606155|ref|YP_255025.1|_172-270_2GMH:A:237-335	31	3.19
gi|70606156|ref|YP_255026.1|_20-94_2GMH:A:483-584	43	2.37
gi|70606157|ref|YP_255027.1|_4-251_2PW9:A:7-257	66	3.80
gi|70606159|ref|YP_255029.1|_192-202,256-805_2IV2:X:1-564	199	2.83
gi|70606159|ref|YP_255029.1|_790-931_1KQF:A:851-1015	70	2.36
gi|70606159|ref|YP_255029.1|_4-124_1FEH:A:1-126	44	2.86
gi|70606159|ref|YP_255029.1|_131-213_1FEH:A:127-209	30	2.77
gi|70606160|ref|YP_255030.1|_213-362_1XM7:A:	74	2.62
gi|70606160|ref|YP_255030.1|_15-111_1FSI:A:	40	4.70
gi|70606162|ref|YP_255032.1|_1-124_1W8I:A:	44	3.52
gi|70606165|ref|YP_255035.1|_58-139_1KF6:B:106-243	39	3.54
gi|70606167|ref|YP_255037.1|_4-344_1B37:A:5-293,A:406-463	124	2.81
gi|70606169|ref|YP_255039.1|_2-77_1PAV:A:	30	2.60
gi|70606170|ref|YP_255040.1|_122-254_1FCD:A:115-255	53	2.66
gi|70606170|ref|YP_255040.1|_2-155_1FCD:A:1-114,A:256-327	75	2.49
gi|70606171|ref|YP_255041.1|_1-119_2HY5:C:402-502	37	2.73
gi|70606173|ref|YP_255043.1|_53-141_1KF6:B:106-243	39	3.54
gi|70606174|ref|YP_255044.1|_5-78_1PAV:A:	30	2.60
gi|70606175|ref|YP_255045.1|_7-53,84-139_1L1S:A:	33	3.36
gi|70606176|ref|YP_255046.1|_15-133_2HY5:C:402-502	37	2.73
gi|70606177|ref|YP_255047.1|_1-314_3LAD:A:1-158,A:278-348	83	2.77
gi|70606177|ref|YP_255047.1|_325-431_3LAD:A:349-472	38	3.26
gi|70606179|ref|YP_255049.1|_101-169_1A8L:A:120-226	29	3.69
gi|70606182|ref|YP_255052.1|_37-268_1TV8:A:	108	3.03
gi|70606183|ref|YP_255053.1|_50-263_1R30:A:	98	3.18
gi|70606184|ref|YP_255054.1|_7-248_2C8M:A:1-256	74	3.46
gi|70606184|ref|YP_255054.1|_260-340_1VQZ:A:242-329	28	3.14
gi|70606187|ref|YP_255057.1|_9-139_1ZRN:A:	65	3.38
gi|70606188|ref|YP_255058.1|_6-135_1HTP:A:	50	2.62
gi|70606189|ref|YP_255059.1|_10-136_1ONL:A:	49	2.59
gi|70606190|ref|YP_255060.1|_3-248_2C8M:A:1-256	74	3.46
gi|70606192|ref|YP_255062.1|_4-137_2OPL:A:4-185	51	3.57
gi|70606194|ref|YP_255064.1|_1-60_1RI7:A:25-84	15	4.00
gi|70606194|ref|YP_255064.1|_128-180_1I1G:A:2-61	17	3.53
gi|70606198|ref|YP_255068.1|_50-172_1LU4:A:	48	2.79
gi|70606200|ref|YP_255070.1|_29-464_2GI3:A:1-475	139	3.42
gi|70606201|ref|YP_255071.1|_1-64_1AZP:A:	15	4.40
gi|70606202|ref|YP_255072.1|_27-476_1DMR:A:3-625	213	2.92
gi|70606205|ref|YP_255075.1|_2-235_1POI:B:	99	2.63
gi|70606206|ref|YP_255076.1|_2-245_1POI:A:	117	2.71
gi|70606208|ref|YP_255078.1|_1-86_2AA4:A:1-119	37	3.22
gi|70606209|ref|YP_255079.1|_31-164_1G6Q:1:	101	3.25
gi|70606210|ref|YP_255080.1|_4-364_1PV7:A:	68	6.13
gi|70606211|ref|YP_255081.1|_183-430_1HS6:A:209-460	65	3.88
gi|70606211|ref|YP_255081.1|_3-174_1HS6:A:1-208	63	3.30
gi|70606212|ref|YP_255082.1|_6-193,429-670_1H3N:A:1-225,A:418-686	163	3.04
gi|70606212|ref|YP_255082.1|_209-341,378-424_1H3N:A:226-417	68	2.82
gi|70606212|ref|YP_255082.1|_688-853_1IVS:A:579-796	48	4.54
gi|70606213|ref|YP_255083.1|_3-285_1TV8:A:	108	3.03
gi|70606214|ref|YP_255084.1|_2-178,334-422_1Q7L:A:,B:	91	3.09
gi|70606217|ref|YP_255087.1|_25-254_1WY5:A:1-216	56	3.86
gi|162139953|ref|YP_255090.2|_5-245_1MA3:A:	85	2.96
gi|70606224|ref|YP_255094.1|_2-155_1VPD:A:3-163	52	3.10
gi|70606224|ref|YP_255094.1|_156-280_3CUM:A:163-296	36	3.72
gi|70606225|ref|YP_255095.1|_1-97_1RDU:A:	47	2.47
gi|70606226|ref|YP_255096.1|_2-75_2FA8:A:4-89	23	3.74
gi|70606229|ref|YP_255098.1|_29-248_1VPL:A:	65	3.66
gi|70606228|ref|YP_255099.1|_134-282_2Z1E:A:156-334	56	3.20
gi|70606228|ref|YP_255099.1|_9-123_1VQV:A:1-137	39	3.51
gi|70606230|ref|YP_255100.1|_1-158_1MC3:A:	101	2.92
gi|70606233|ref|YP_255103.1|_2-236_1CBF:A:	91	3.12
gi|70606234|ref|YP_255104.1|_4-215_1CBF:A:	91	3.12
gi|70606235|ref|YP_255105.1|_17-166_1L3I:A:	52	3.58
gi|70606236|ref|YP_255106.1|_11-280_1SR8:A:	102	2.76
gi|70606237|ref|YP_255107.1|_1-245_1VA0:A:2-226	77	2.92
gi|70606238|ref|YP_255108.1|_144-337_1OU0:A:	53	3.58
gi|70606238|ref|YP_255108.1|_11-136_1TJN:A:	39	3.21
gi|70606239|ref|YP_255109.1|_2-208_1CBF:A:	91	3.12
gi|70606240|ref|YP_255110.1|_5-214_3EEQ:A:8-214	62	3.31
gi|70606240|ref|YP_255110.1|_207-323_3EEQ:A:215-335	30	4.03
gi|70606241|ref|YP_255111.1|_14-278_1K2X:A:,B:	87	3.36
gi|70606248|ref|YP_255118.1|_4-170_1RJW:A:1-137,A:306-339	69	2.49
gi|70606248|ref|YP_255118.1|_134-306_1PL7:A:146-316	57	3.00
gi|70606251|ref|YP_255121.1|_2-222_1ZP6:A:6-181	57	3.09
gi|70606251|ref|YP_255121.1|_177-216,246-380_1JVN:A:3-229	78	2.94
gi|70606252|ref|YP_255122.1|_2-218_1GPM:A:208-404	42	4.69
gi|70606252|ref|YP_255122.1|_194-276,318-373_1GPM:A:405-525	32	3.78
gi|70606254|ref|YP_255124.1|_11-130_2EF7:A:1-127	47	2.70
gi|70606258|ref|YP_255128.1|_4-250_1MC3:A:	101	2.92
gi|70606259|ref|YP_255129.1|_1-369_1QRR:A:	112	3.48
gi|70606260|ref|YP_255130.1|_107-292_1ZC6:A:122-292	51	3.35
gi|70606260|ref|YP_255130.1|_1-104_2CH5:A:1-117	35	3.34
gi|70606261|ref|YP_255131.1|_6-476_2I3O:A:1-516	160	3.23
gi|70606263|ref|YP_255133.1|_3-82_1VMG:A:	12	6.92
gi|70606264|ref|YP_255134.1|_161-357_1W36:D:2-360	119	3.02
gi|70606264|ref|YP_255134.1|_303-495,530-593_1YVK:A:5-156	41	3.68
gi|70606269|ref|YP_255139.1|_15-205_1VBF:A:	70	3.20
gi|70606270|ref|YP_255140.1|_155-315,427-540_1MT0:A:	85	2.84
gi|70606271|ref|YP_255142.1|_129-302_2PHP:A:241-420	63	2.86
gi|70606271|ref|YP_255142.1|_22-64_2A6C:A:1-69	15	4.60
gi|70606276|ref|YP_255146.1|_5-184_2NR9:A:4-192	41	4.61
gi|70606278|ref|YP_255148.1|_1-157_1Y63:A:	46	3.78
gi|70606279|ref|YP_255149.1|_45-292_1HYQ:A:	65	3.57
