PDB_ID	Total_Structures	Average_Length
gi|124484876|ref|YP_001029492.1|_12-82_1CLF:A:	25	2.20
gi|124484877|ref|YP_001029493.1|_1-174_1B0P:A:416-668	82	3.09
gi|124484878|ref|YP_001029494.1|_4-247_1B0P:A:2-258	67	3.84
gi|124484878|ref|YP_001029494.1|_249-359_1B0P:A:259-415	55	2.85
gi|124484879|ref|YP_001029495.1|_11-283_1B0P:A:786-1232	147	3.04
gi|124484883|ref|YP_001029499.1|_73-264_1WQW:A:1-188	55	3.42
gi|124484883|ref|YP_001029499.1|_11-59_1J5Y:A:3-67	19	3.42
gi|124484883|ref|YP_001029499.1|_273-318_1BIA:A:271-317	16	2.94
gi|124484886|ref|YP_001029502.1|_1-269_2IDB:A:6-325	116	2.76
gi|124484886|ref|YP_001029502.1|_272-409_2IDB:A:326-491	50	3.32
gi|124484887|ref|YP_001029503.1|_2-180_1SBZ:A:	56	3.32
gi|124484888|ref|YP_001029504.1|_3-387_2HEK:A:1-369	102	3.62
gi|124484892|ref|YP_001029508.1|_3-59_2HF1:A:2-60	23	2.57
gi|124484893|ref|YP_001029509.1|_1-332_1QF5:A:	154	2.80
gi|124484895|ref|YP_001029511.1|_377-433_2OZ6:A:143-213	22	3.23
gi|124484896|ref|YP_001029512.1|_156-405_1UOU:A:101-373	72	3.79
gi|124484896|ref|YP_001029512.1|_412-496_1BRW:A:331-433	36	2.86
gi|124484896|ref|YP_001029512.1|_89-154_1BRW:A:1-70	14	5.00
gi|124484897|ref|YP_001029513.1|_278-345_2B59:B:8-103	34	2.82
gi|124484897|ref|YP_001029513.1|_196-258_2B59:B:8-103	34	2.82
gi|124484897|ref|YP_001029513.1|_38-97_1TI6:B:196-274	23	3.43
gi|124484897|ref|YP_001029513.1|_116-187_1UWY:A:297-403	42	2.55
gi|124484898|ref|YP_001029514.1|_1-202_1OFU:A:11-208	52	3.81
gi|124484899|ref|YP_001029515.1|_15-125_1YYV:A:9-122	28	4.07
gi|124484900|ref|YP_001029516.1|_11-64_1Y9Q:A:4-82	22	3.59
gi|124484901|ref|YP_001029517.1|_3-198_2EY4:A:8-252	77	3.18
gi|124484901|ref|YP_001029517.1|_203-266_2EY4:A:253-336	31	2.71
gi|124484902|ref|YP_001029518.1|_3-224_1WD7:A:	76	3.42
gi|124484904|ref|YP_001029520.1|_1-142_1XS1:A:	83	2.33
gi|124484905|ref|YP_001029521.1|_1-325_1F07:A:	89	3.61
gi|124484906|ref|YP_001029522.1|_17-266_1ZNN:A:18-271	74	3.43
gi|124484907|ref|YP_001029523.1|_2-185_1Q7R:A:	54	4.04
gi|124484908|ref|YP_001029524.1|_1-280_1QV9:A:	76	3.71
gi|124484909|ref|YP_001029525.1|_17-132_1NR3:A:	36	3.39
gi|124484914|ref|YP_001029530.1|_61-120_1FJG:S:	32	2.62
gi|124484916|ref|YP_001029532.1|_87-185_1FJG:C:107-207	34	2.97
gi|124484916|ref|YP_001029532.1|_6-95_1FJG:C:2-106	36	2.92
gi|124484918|ref|YP_001029534.1|_30-107_2GY9:Q:5-82	23	3.39
gi|124484923|ref|YP_001029539.1|_10-54_1FJG:N:	21	2.86
gi|124484924|ref|YP_001029540.1|_4-130_1I6U:A:	43	3.00
gi|124484925|ref|YP_001029541.1|_3-80_1RL6:A:7-81	23	3.26
gi|124484929|ref|YP_001029545.1|_44-114_1PKP:A:4-77	25	2.96
gi|124484929|ref|YP_001029545.1|_127-197_1PKP:A:78-148	25	2.84
gi|124484932|ref|YP_001029548.1|_7-464_1RH5:A:	90	4.69
gi|124484933|ref|YP_001029549.1|_3-189_1KI9:A:	49	3.90
gi|124484935|ref|YP_001029551.1|_1-171_3ADK:A:	51	3.80
gi|124484937|ref|YP_001029553.1|_16-204_1BKP:A:	84	3.31
gi|124484939|ref|YP_001029555.1|_5-130_1NNQ:A:2-134	16	8.31
gi|124484939|ref|YP_001029555.1|_134-165_1NNQ:A:135-171	20	1.85
gi|124484940|ref|YP_001029556.1|_3-128_1NNQ:A:2-134	16	8.31
gi|124484940|ref|YP_001029556.1|_132-165_1NNQ:A:135-171	20	1.85
gi|124484942|ref|YP_001029558.1|_38-126,157-229_2J8K:A:1-175	130	1.34
gi|124484944|ref|YP_001029560.1|_21-319_1IRX:A:3-319	95	3.34
gi|124484944|ref|YP_001029560.1|_341-500_1IRX:A:320-523	50	4.08
gi|124484945|ref|YP_001029561.1|_19-135_1TV8:A:	108	3.03
gi|124484946|ref|YP_001029562.1|_17-249_1JP3:A:	63	3.62
gi|124484947|ref|YP_001029563.1|_16-217_1TE4:A:	34	3.26
gi|124484948|ref|YP_001029564.1|_1-193_1RLI:A:	49	3.65
gi|124484949|ref|YP_001029565.1|_3-110_2AF7:A:1-119	27	4.41
gi|124484951|ref|YP_001029567.1|_14-317_1R30:A:	98	3.18
gi|124484952|ref|YP_001029568.1|_43-174_1B12:A:	86	2.87
gi|124484953|ref|YP_001029569.1|_97-191_1JP3:A:	63	3.62
gi|124484956|ref|YP_001029572.1|_3-136_1JW3:A:	36	3.89
gi|124484957|ref|YP_001029573.1|_5-477_1UC2:A:	152	3.16
gi|124484958|ref|YP_001029574.1|_40-171_2GK3:A:8-253	83	2.96
gi|124484959|ref|YP_001029575.1|_76-278_1WQW:A:1-188	55	3.42
gi|124484959|ref|YP_001029575.1|_284-327_1WQW:A:189-235	19	2.47
gi|124484959|ref|YP_001029575.1|_7-62_1J5Y:A:3-67	19	3.42
gi|124484961|ref|YP_001029577.1|_11-191_2ONK:A:1-240	77	3.12
gi|124484962|ref|YP_001029578.1|_27-173_3B60:A:329-581	83	3.05
gi|124484965|ref|YP_001029581.1|_1-285_1RQB:A:4-306	98	3.09
gi|124484965|ref|YP_001029581.1|_297-456_1RQB:A:307-474	42	4.00
gi|124484965|ref|YP_001029581.1|_506-576_1O78:A:	41	2.05
gi|124484966|ref|YP_001029582.1|_89-351_1DV1:A:115-330	54	4.00
gi|124484966|ref|YP_001029582.1|_4-118_1DV1:A:1-114	34	3.35
gi|124484966|ref|YP_001029582.1|_333-445_1DV1:A:331-446	42	2.76
gi|124484967|ref|YP_001029583.1|_2-93_2BS2:B:1-106	37	2.86
gi|124484967|ref|YP_001029583.1|_117-214_1KF6:B:106-243	39	3.54
gi|124484968|ref|YP_001029584.1|_5-253,349-400_1KF6:A:0-225,A:358-442	106	2.94
gi|124484968|ref|YP_001029584.1|_226-345_1NEK:A:236-355	42	2.86
gi|124484968|ref|YP_001029584.1|_426-511_2BS2:A:458-655	63	3.14
gi|124484970|ref|YP_001029586.1|_2-301_2HMF:A:2-303	87	3.47
gi|124484970|ref|YP_001029586.1|_384-459_2HMF:A:304-403	23	4.35
gi|124484970|ref|YP_001029586.1|_306-376_2HMF:A:304-403	23	4.35
gi|124484971|ref|YP_001029587.1|_165-323_1CLI:A:171-345	55	3.18
gi|124484971|ref|YP_001029587.1|_5-163_1CLI:A:5-170	47	3.53
gi|124484973|ref|YP_001029589.1|_95-238_1I9G:A:	89	2.97
gi|124484976|ref|YP_001029592.1|_83-163_1Q7H:A:69-153	31	2.74
gi|124484977|ref|YP_001029593.1|_2-72_1I4K:1:	18	4.00
gi|124484978|ref|YP_001029594.1|_239-450_1GPH:1:235-465	81	2.85
gi|124484978|ref|YP_001029594.1|_3-245_1ECF:A:1-249	79	3.15
gi|124484980|ref|YP_001029596.1|_2-301_2FFE:A:1-309	98	3.14
gi|124484981|ref|YP_001029597.1|_3-208_1DVJ:A:	70	3.50
gi|124484982|ref|YP_001029598.1|_4-310_1DHS:A:	99	3.65
gi|124484985|ref|YP_001029601.1|_3-380_1U7G:A:	76	5.04
gi|124484986|ref|YP_001029602.1|_1-107_2PII:A:	37	3.03
gi|124484988|ref|YP_001029604.1|_129-183_1UTX:A:	21	3.14
gi|124484989|ref|YP_001029605.1|_57-138_2BJ7:A:51-132	19	4.58
gi|124484989|ref|YP_001029605.1|_6-53_2BJ7:A:1-50	10	5.00
gi|124484990|ref|YP_001029606.1|_4-369_2MIN:B:	146	3.58
gi|124484991|ref|YP_001029607.1|_2-311_1MIO:A:	152	3.45
gi|124484992|ref|YP_001029608.1|_1-266_1CP2:A:	79	3.41
gi|124484993|ref|YP_001029609.1|_3-254_1WZN:A:1-251	66	3.80
gi|124484994|ref|YP_001029610.1|_6-253_1OXS:C:1-242	79	3.06
gi|124484995|ref|YP_001029611.1|_4-252_3DHW:C:1-240	71	3.38
gi|124484996|ref|YP_001029612.1|_46-509_1XOC:A:17-520	174	2.90
gi|124484997|ref|YP_001029613.1|_91-280_3DHW:A:6-208	37	5.49
gi|124484998|ref|YP_001029614.1|_101-307_3DHW:A:6-208	37	5.49
gi|124485000|ref|YP_001029616.1|_40-126_1DFX:A:37-125	32	2.78
gi|124485000|ref|YP_001029616.1|_4-37_1VZI:A:1-37	17	2.18
gi|124485001|ref|YP_001029617.1|_4-280_1YCG:A:2-250	87	2.86
gi|124485001|ref|YP_001029617.1|_248-391_1E5D:A:251-402	42	3.62
gi|124485002|ref|YP_001029618.1|_1-50_2DSX:A:1-52	28	1.86
gi|124485003|ref|YP_001029619.1|_89-151,186-425_1CKI:A:	88	3.40
gi|124485004|ref|YP_001029620.1|_111-396_1TV8:A:	108	3.03
gi|124485008|ref|YP_001029624.1|_25-150_1XX7:A:	42	4.36
gi|124485012|ref|YP_001029628.1|_166-327_1V8Y:A:	43	3.67
gi|124485012|ref|YP_001029628.1|_1-132_1CZN:A:	55	3.07
gi|124485013|ref|YP_001029629.1|_6-197,392-640_1ILE:A:1-197,A:387-641	144	3.15
gi|124485013|ref|YP_001029629.1|_645-879_1ILE:A:642-821	44	4.09
gi|124485013|ref|YP_001029629.1|_196-391_1FFY:A:201-394	71	2.73
gi|124485014|ref|YP_001029630.1|_213-590_1AOR:A:211-605	121	3.26
gi|124485014|ref|YP_001029630.1|_1-208_1AOR:A:1-210	72	2.92
gi|124485015|ref|YP_001029631.1|_7-239_1JW9:B:	74	3.34
gi|124485016|ref|YP_001029632.1|_1-92_1V8C:A:1-87	39	2.23
gi|124485018|ref|YP_001029634.1|_2-157_1LME:A:	52	3.37
gi|124485019|ref|YP_001029635.1|_1-205_1FMT:A:1-206	65	3.17
gi|124485019|ref|YP_001029635.1|_203-309_1FMT:A:207-314	39	2.77
gi|124485021|ref|YP_001029637.1|_6-225_1F3O:A:	70	3.31
gi|124485023|ref|YP_001029639.1|_12-229_1JAY:A:	64	3.31
gi|124485024|ref|YP_001029640.1|_8-75_2IU5:A:1-71	20	3.55
gi|124485026|ref|YP_001029642.1|_10-184_1XM8:A:	77	3.29
gi|124485028|ref|YP_001029644.1|_177-306_1P97:A:	37	3.05
gi|124485028|ref|YP_001029644.1|_588-710_1EW0:A:	41	3.17
gi|124485028|ref|YP_001029644.1|_72-179_1P97:A:	37	3.05
gi|124485028|ref|YP_001029644.1|_305-432_1P97:A:	37	3.05
gi|124485028|ref|YP_001029644.1|_10-66_1MKM:A:1-75	24	3.12
gi|124485028|ref|YP_001029644.1|_446-609_2VEA:A:131-326	54	3.63
gi|124485029|ref|YP_001029645.1|_238-451_1GPH:1:235-465	81	2.85
gi|124485029|ref|YP_001029645.1|_2-245_1GPH:1:1-234	80	2.92
gi|124485030|ref|YP_001029646.1|_2-163_1N13:A:,B:	47	3.38
gi|124485031|ref|YP_001029647.1|_69-437,480-553_1PEQ:A:175-699	163	3.22
gi|124485031|ref|YP_001029647.1|_27-68_1PEQ:A:13-174	51	3.18
gi|124485033|ref|YP_001029649.1|_18-147,403-522_1Q3Q:A:9-145,A:406-526	58	4.47
gi|124485033|ref|YP_001029649.1|_210-376_1Q3Q:A:217-369	54	2.83
gi|124485033|ref|YP_001029649.1|_151-216,369-403_1A6D:A:146-214,A:368-403	32	3.31
gi|124485034|ref|YP_001029650.1|_1-375_1J32:A:	117	3.32
gi|124485035|ref|YP_001029651.1|_15-372_1VJO:A:	114	3.31
gi|124485036|ref|YP_001029652.1|_3-128_1XMP:A:	38	4.08
gi|124485037|ref|YP_001029653.1|_4-260_1XT8:A:10-257	78	3.18
gi|124485038|ref|YP_001029654.1|_12-97_1DJ7:A:	40	2.73
gi|124485039|ref|YP_001029655.1|_1-156_1LME:A:	52	3.37
gi|124485040|ref|YP_001029656.1|_15-101_1QW2:A:	38	2.66
gi|124485041|ref|YP_001029657.1|_202-246_1NKG:A:251-337	33	2.64
gi|124485042|ref|YP_001029658.1|_150-299_1M5S:A:146-297	52	2.92
gi|124485042|ref|YP_001029658.1|_7-148_1M5S:A:1-145	49	2.96
gi|124485043|ref|YP_001029659.1|_27-381_1PW4:A:	82	5.49
gi|124485044|ref|YP_001029660.1|_6-159_1WY7:A:4-204	53	3.79
gi|124485046|ref|YP_001029662.1|_3-181_1MZV:A:	67	3.22
gi|124485050|ref|YP_001029666.1|_2-147_1KJN:A:	44	3.45
gi|124485052|ref|YP_001029668.1|_138-261_1S2D:A:	55	3.04
gi|124485053|ref|YP_001029669.1|_2-278_1XP3:A:2-298	96	3.09
gi|124485057|ref|YP_001029673.1|_102-330_1TV8:A:	108	3.03
gi|124485058|ref|YP_001029674.1|_8-169_1JSC:A:83-270	62	3.03
gi|124485058|ref|YP_001029674.1|_215-323_2C31:A:370-552	62	2.95
gi|124485059|ref|YP_001029675.1|_5-279_1SR9:A:61-370	97	3.20
gi|124485060|ref|YP_001029676.1|_7-411_1ACO:A:2-528	180	2.93
gi|124485061|ref|YP_001029677.1|_2-152_1V7L:A:	63	2.57
gi|124485062|ref|YP_001029678.1|_2-326_2AYQ:A:	104	3.42
gi|124485064|ref|YP_001029680.1|_4-81_2FUG:9:26-179	70	2.20
gi|124485065|ref|YP_001029681.1|_33-342_2FUG:9:26-179	70	2.20
gi|124485066|ref|YP_001029682.1|_42-121_1KF6:B:106-243	39	3.54
gi|124485068|ref|YP_001029684.1|_151-281,321-584_1B37:A:5-293,A:406-463	124	2.81
gi|124485068|ref|YP_001029684.1|_573-665_1CLF:A:	25	2.20
gi|124485068|ref|YP_001029684.1|_270-330_2FUG:9:26-179	70	2.20
gi|124485070|ref|YP_001029686.1|_5-117_2IV2:X:565-715	43	3.51
gi|124485071|ref|YP_001029687.1|_6-431_2IV2:X:1-564	199	2.83
gi|124485072|ref|YP_001029688.1|_1-64_1XRT:A:1-55,A:366-422	39	2.90
gi|124485072|ref|YP_001029688.1|_431-518_1XRT:A:1-55,A:366-422	39	2.90
gi|124485072|ref|YP_001029688.1|_53-398,436-458_1NFG:A:52-381	100	3.30
gi|124485073|ref|YP_001029689.1|_16-262_1EA0:A:1203-1472	94	2.87
gi|124485074|ref|YP_001029690.1|_97-163,216-293_2AKJ:A:431-556	44	2.86
gi|124485074|ref|YP_001029690.1|_15-109_2AKJ:A:22-174	56	2.73
gi|124485074|ref|YP_001029690.1|_143-224_1CLF:A:	25	2.20
gi|124485075|ref|YP_001029691.1|_1-48_1BRF:A:	28	1.89
gi|124485076|ref|YP_001029692.1|_1-117_1XJC:A:	47	3.51
gi|124485079|ref|YP_001029695.1|_13-291_1QVR:A:536-850	98	3.21
gi|124485080|ref|YP_001029696.1|_73-199_1N3Y:A:	60	3.15
gi|124485081|ref|YP_001029697.1|_85-275_1SHU:X:	45	4.02
gi|124485086|ref|YP_001029702.1|_264-463_3DHW:C:1-240	71	3.38
gi|124485086|ref|YP_001029702.1|_4-222_3DHW:C:1-240	71	3.38
gi|124485089|ref|YP_001029705.1|_15-58_2ICT:A:8-94	23	4.09
gi|124485090|ref|YP_001029706.1|_2-193_1I6P:A:	59	3.63
gi|124485091|ref|YP_001029707.1|_5-209_2GFH:A:1-247	68	3.63
gi|124485092|ref|YP_001029708.1|_4-122_1Q48:A:	41	3.24
gi|124485093|ref|YP_001029709.1|_4-376_1P3W:A:	122	3.20
gi|124485094|ref|YP_001029710.1|_30-261_1HYQ:A:	65	3.57
gi|124485095|ref|YP_001029711.1|_86-262_1EYZ:A:113-318	53	3.89
gi|124485099|ref|YP_001029715.1|_1-229_2FYW:A:1-265	85	3.12
gi|124485101|ref|YP_001029717.1|_1-166_2A5L:A:3-198	52	3.77
gi|124485102|ref|YP_001029718.1|_5-260_1L5X:A:	102	2.74
gi|124485103|ref|YP_001029719.1|_7-206_2TPS:A:	71	3.18
gi|124485104|ref|YP_001029720.1|_4-254_1RP0:A:7-284	78	3.56
gi|124485105|ref|YP_001029721.1|_184-242_1JB0:C:	29	2.76
gi|124485105|ref|YP_001029721.1|_1-137_1FUE:A:	59	2.76
gi|124485106|ref|YP_001029722.1|_112-270_1IWG:A:7-37,A:331-498	35	5.71
gi|124485107|ref|YP_001029723.1|_302-483_1IWG:A:7-37,A:331-498	35	5.71
gi|124485108|ref|YP_001029724.1|_8-24,85-174,284-375_1EX9:A:	96	2.97
gi|124485109|ref|YP_001029725.1|_155-338_1A9X:B:1653-1880	72	3.17
gi|124485109|ref|YP_001029725.1|_6-147_1A9X:B:1502-1652	57	2.65
gi|124485110|ref|YP_001029726.1|_656-915_1A9X:A:677-935	75	3.45
gi|124485110|ref|YP_001029726.1|_126-395_1A9X:A:128-402	91	3.02
gi|124485110|ref|YP_001029726.1|_1-124_1A9X:A:1-127	45	2.82
gi|124485110|ref|YP_001029726.1|_532-655_1A9X:A:556-676	44	2.75
gi|124485110|ref|YP_001029726.1|_391-530_1A9X:A:403-555	46	3.33
gi|124485110|ref|YP_001029726.1|_919-1052_1A9X:A:936-1073	45	3.07
gi|124485111|ref|YP_001029727.1|_1-390_1PV7:A:	68	6.13
gi|124485116|ref|YP_001029732.1|_2-157,219-397_1IR6:A:	111	3.47
gi|124485117|ref|YP_001029733.1|_67-142_1A32:A:	16	5.31
gi|124485118|ref|YP_001029734.1|_3-191,345-403_2I0Z:A:1-192,A:362-420	88	2.86
gi|124485118|ref|YP_001029734.1|_192-348_2I0Z:A:193-361	54	3.13
gi|124485122|ref|YP_001029738.1|_17-105_1XMA:A:	21	4.90
gi|124485124|ref|YP_001029740.1|_4-367_1PW4:A:	82	5.49
gi|124485125|ref|YP_001029741.1|_1-168_1NSL:A:	44	4.16
gi|124485126|ref|YP_001029742.1|_3-256_1OXW:A:	109	3.30
gi|124485127|ref|YP_001029743.1|_964-1229_1T3T:A:1034-1295	100	2.62
gi|124485127|ref|YP_001029743.1|_431-600_1VK3:A:167-345	50	3.58
gi|124485127|ref|YP_001029743.1|_622-799_1VK3:A:346-507	45	3.60
gi|124485127|ref|YP_001029743.1|_196-228,275-421_1VK3:A:2-166	45	3.67
gi|124485127|ref|YP_001029743.1|_802-936_1T3T:A:817-1033	61	3.56
gi|124485129|ref|YP_001029745.1|_4-56_1JX4:A:1-240	69	3.48
gi|124485130|ref|YP_001029746.1|_5-89_1SMT:A:	24	4.08
gi|124485132|ref|YP_001029748.1|_15-91,125-292_1DEU:A:	109	2.52
gi|124485134|ref|YP_001029750.1|_4-119_2C21:A:3-141	39	3.56
gi|124485135|ref|YP_001029751.1|_46-289_1J6P:A:50-330	84	3.35
gi|124485135|ref|YP_001029751.1|_17-55_2R8C:A:2-57,A:369-414	41	2.46
gi|124485136|ref|YP_001029752.1|_2-141_1MJH:A:	38	4.21
gi|124485137|ref|YP_001029753.1|_2-121_2YZQ:A:1-122	39	3.13
gi|124485137|ref|YP_001029753.1|_135-282_2YZQ:A:123-278	49	3.18
gi|124485138|ref|YP_001029754.1|_15-101_1XWA:A:	29	3.79
gi|124485141|ref|YP_001029757.1|_8-175_1E4C:P:	64	3.22
gi|124485142|ref|YP_001029758.1|_2-302_1PVV:A:151-313	56	2.91
gi|124485143|ref|YP_001029759.1|_104-317_1GSO:A:104-327	60	3.73
gi|124485143|ref|YP_001029759.1|_1-103_1GSO:A:2-103	34	2.91
gi|124485143|ref|YP_001029759.1|_327-417_1VKZ:A:314-399	31	2.77
gi|124485144|ref|YP_001029760.1|_4-166_1ORO:A:	60	3.55
gi|124485146|ref|YP_001029762.1|_81-376_1TV8:A:	108	3.03
gi|124485148|ref|YP_001029764.1|_5-99_1D1R:A:	26	4.42
gi|124485151|ref|YP_001029767.1|_4-68_1LJ9:A:	31	4.65
gi|124485152|ref|YP_001029768.1|_5-76_1LJO:A:	19	4.00
gi|124485153|ref|YP_001029769.1|_49-201_2AVN:A:1-246	74	3.32
gi|124485154|ref|YP_001029770.1|_36-340_2ETV:A:25-358	115	2.90
gi|124485156|ref|YP_001029772.1|_9-168_1JBK:A:	57	3.40
gi|124485157|ref|YP_001029773.1|_110-173_2OAU:A:113-179	22	3.05
gi|124485157|ref|YP_001029773.1|_27-109_2OAU:A:27-112	7	12.29
gi|124485158|ref|YP_001029774.1|_29-162_1LJ9:A:	31	4.65
gi|124485160|ref|YP_001029776.1|_2-67,127-234_1BKJ:A:	60	3.98
gi|124485161|ref|YP_001029777.1|_29-56_1H7W:A:2-183	56	3.25
gi|124485162|ref|YP_001029778.1|_59-392_1HVB:A:	120	2.88
gi|124485163|ref|YP_001029779.1|_25-234_1TV8:A:	108	3.03
gi|124485163|ref|YP_001029779.1|_255-316_1ULY:A:	41	4.63
gi|124485164|ref|YP_001029780.1|_26-170_1XQB:A:	67	3.45
gi|124485165|ref|YP_001029781.1|_6-238_2H1Q:A:1-251	81	3.10
gi|124485166|ref|YP_001029782.1|_1-109_1RDU:A:	47	2.47
gi|124485167|ref|YP_001029783.1|_2-50,97-249_1WDT:A:8-274	75	3.56
gi|124485167|ref|YP_001029783.1|_39-101_1CLF:A:	25	2.20
gi|124485168|ref|YP_001029784.1|_1-105,140-287_1ION:A:	77	3.16
gi|124485168|ref|YP_001029784.1|_91-135_1JNR:B:	58	2.57
gi|124485169|ref|YP_001029785.1|_25-72_1XSV:A:	21	5.05
gi|124485170|ref|YP_001029786.1|_86-310_1TV8:A:	108	3.03
gi|124485171|ref|YP_001029787.1|_127-277_2FIA:A:1-157	41	3.83
gi|124485172|ref|YP_001029788.1|_134-371_1TV8:A:	108	3.03
gi|124485175|ref|YP_001029791.1|_25-382_2E7J:A:8-371	102	3.57
gi|124485176|ref|YP_001029792.1|_4-307_1TV8:A:	108	3.03
gi|124485178|ref|YP_001029794.1|_1-113_1F4P:A:	49	3.00
gi|124485180|ref|YP_001029796.1|_7-159_1LNW:A:	28	5.04
gi|124485181|ref|YP_001029797.1|_4-199,254-480_1PV7:A:	68	6.13
gi|124485182|ref|YP_001029798.1|_5-149_1UJ6:A:3-131,A:206-227	52	2.92
gi|124485182|ref|YP_001029798.1|_132-207_1LK5:A:131-210	34	2.35
gi|124485183|ref|YP_001029799.1|_22-235_1MC8:A:2-220	81	2.70
gi|124485183|ref|YP_001029799.1|_220-333_1B43:A:220-339	32	3.75
gi|124485186|ref|YP_001029802.1|_21-248_1WD7:A:	76	3.42
gi|124485187|ref|YP_001029803.1|_10-179_1J3Q:A:	69	2.71
gi|124485188|ref|YP_001029804.1|_165-234_1DD9:A:	93	3.38
gi|124485190|ref|YP_001029806.1|_51-341_1XRT:A:56-365	83	3.73
gi|124485190|ref|YP_001029806.1|_1-48,343-403_1GKR:A:1-54,A:380-451	47	2.70
gi|124485191|ref|YP_001029807.1|_162-335_2Z1E:A:156-334	56	3.20
gi|124485191|ref|YP_001029807.1|_6-157_2Z1E:A:43-155	25	4.52
gi|124485193|ref|YP_001029809.1|_1-76_2Z1C:A:2-72	21	3.38
gi|124485194|ref|YP_001029810.1|_173-376_2C5S:A:174-391	55	3.96
gi|124485194|ref|YP_001029810.1|_7-172_1VBK:A:1-175	51	3.43
gi|124485195|ref|YP_001029811.1|_12-175_1KOR:A:1-165	49	3.37
gi|124485196|ref|YP_001029812.1|_252-448_1R89:A:258-437	50	3.60
gi|124485196|ref|YP_001029812.1|_6-145_1R89:A:1-142	33	4.30
gi|124485196|ref|YP_001029812.1|_148-266_1R89:A:143-257	36	3.19
gi|124485197|ref|YP_001029813.1|_11-154_1IUH:A:	40	4.58
gi|124485198|ref|YP_001029814.1|_72-360_1HV8:A:3-210	68	3.06
gi|124485199|ref|YP_001029815.1|_1-92_1H7M:A:	30	3.30
gi|124485200|ref|YP_001029816.1|_16-74_1HH2:P:277-344	21	3.24
gi|124485200|ref|YP_001029816.1|_76-141_1K0R:A:263-329	19	3.53
gi|124485201|ref|YP_001029817.1|_5-193_1E5K:A:	66	2.85
gi|124485202|ref|YP_001029818.1|_172-299_1KS9:A:168-291	23	5.39
gi|124485202|ref|YP_001029818.1|_1-160_1HYE:A:1-145	39	3.72
gi|124485203|ref|YP_001029819.1|_37-139_3THI:A:	115	3.15
gi|124485203|ref|YP_001029819.1|_240-405_1US5:A:	94	3.17
gi|124485204|ref|YP_001029820.1|_53-237_3DHW:A:6-208	37	5.49
gi|124485205|ref|YP_001029821.1|_9-243_1V43:A:7-245	69	3.46
gi|124485206|ref|YP_001029822.1|_4-165_1S72:H:	50	3.42
gi|124485208|ref|YP_001029824.1|_63-322_1SDJ:A:130-299	58	2.90
