PDB_ID	Total_Structures	Average_Length
gi|11497788|ref|NP_069010.1|_4-133_1XDY:A:	102	2.64
gi|11497790|ref|NP_069012.1|_3-152_2O9X:A:1-153	38	4.03
gi|11497792|ref|NP_069014.1|_1-116,162-233_1TI6:B:1-195	74	2.64
gi|11497793|ref|NP_069015.1|_38-600_1Q16:A:1-1074	388	2.77
gi|11497793|ref|NP_069015.1|_761-894_1Q16:A:1075-1244	74	2.30
gi|11497794|ref|NP_069016.1|_4-147_2GLZ:A:3-151	42	3.55
gi|11497798|ref|NP_069020.1|_15-380_2E7J:A:8-371	102	3.57
gi|11497800|ref|NP_069022.1|_11-123_1L1S:A:	33	3.36
gi|11497802|ref|NP_069024.1|_1-114_4EB5:D:	46	3.00
gi|11498173|ref|NP_069399.1|_1-114_4EB5:D:	46	3.00
gi|11497803|ref|NP_069025.1|_11-382_1P3W:A:	122	3.20
gi|11497804|ref|NP_069026.1|_1-119_1JX7:A:	38	3.05
gi|11497805|ref|NP_069027.1|_1-71_1DCJ:A:	25	3.24
gi|11497807|ref|NP_069029.1|_15-32,64-183_1C75:A:	28	2.54
gi|11497808|ref|NP_069030.1|_5-82_2B8E:A:416-434,A:548-663	46	2.96
gi|11497809|ref|NP_069031.1|_10-59_2B8E:A:416-434,A:548-663	46	2.96
gi|11497811|ref|NP_069033.1|_2-98_1S3Q:A:3-164	19	8.53
gi|11497812|ref|NP_069034.1|_8-537_1V25:A:	175	3.05
gi|11497813|ref|NP_069035.1|_33-628_1PG4:A:	222	2.90
gi|11497814|ref|NP_069036.1|_2-145_1Q6W:A:	46	3.28
gi|11497815|ref|NP_069037.1|_2-247_1IVH:A:6-241	70	3.37
gi|11497815|ref|NP_069037.1|_235-406_1UKW:A:259-410	24	6.33
gi|11497816|ref|NP_069038.1|_16-270,322-501,541-600_1LCI:A:	183	2.96
gi|11497817|ref|NP_069039.1|_21-232_1QFL:A:269-392	32	3.88
gi|11497817|ref|NP_069039.1|_234-365_1AFW:A:294-417	37	3.35
gi|11497818|ref|NP_069040.1|_3-224_1AFW:A:294-417	37	3.35
gi|11497818|ref|NP_069040.1|_228-375_1AFW:A:294-417	37	3.35
gi|11497819|ref|NP_069041.1|_4-140_2GNR:A:8-144	46	2.98
gi|11497821|ref|NP_069043.1|_3-196_1WY7:A:4-204	53	3.79
gi|11497822|ref|NP_069044.1|_54-170_3BZK:A:637-730	32	2.94
gi|11497822|ref|NP_069044.1|_3-42_2BA0:A:2-52	25	2.04
gi|11497823|ref|NP_069045.1|_1-85_1XPP:A:	22	4.50
gi|11497824|ref|NP_069046.1|_339-471_2C2A:A:321-481	39	4.13
gi|11497824|ref|NP_069046.1|_280-320_1IXM:A:	39	4.59
gi|11497825|ref|NP_069047.1|_3-313_2IDB:A:6-325	116	2.76
gi|11497825|ref|NP_069047.1|_314-476_2IDB:A:326-491	50	3.32
gi|11497827|ref|NP_069049.1|_130-269_2YZI:A:4-135	52	2.54
gi|11497827|ref|NP_069049.1|_278-388_1IMU:A:	30	3.57
gi|11497827|ref|NP_069049.1|_6-134_2YZI:A:4-135	52	2.54
gi|11497828|ref|NP_069050.1|_13-401_1K75:A:	114	3.78
gi|11497829|ref|NP_069051.1|_21-112_1SFX:A:	22	4.91
gi|11497831|ref|NP_069053.1|_66-108_1WGL:A:	17	3.41
gi|11497832|ref|NP_069054.1|_15-245_1O54:A:	86	3.21
gi|11497834|ref|NP_069056.1|_10-101_1LSS:A:	42	3.14
gi|11497834|ref|NP_069056.1|_121-178_1VCT:A:108-201	32	2.94
gi|11497835|ref|NP_069057.1|_4-283_1SR9:A:61-370	97	3.20
gi|11497835|ref|NP_069057.1|_391-495_1SR9:A:492-643	24	6.33
gi|11497836|ref|NP_069058.1|_83-350_1ULZ:A:115-328	59	3.63
gi|11497836|ref|NP_069058.1|_1-111_1ULZ:A:1-114	36	3.17
gi|11497836|ref|NP_069058.1|_329-441_1DV1:A:331-446	42	2.76
gi|11497837|ref|NP_069059.1|_2-215_1JI0:A:	71	3.38
gi|11497838|ref|NP_069060.1|_55-275_1G6H:A:	81	3.14
gi|11497839|ref|NP_069061.1|_5-368_1USG:A:	97	3.57
gi|11497842|ref|NP_069064.1|_1-172_1ZCH:A:1-249	60	4.15
gi|11497843|ref|NP_069065.1|_353-530_2QMW:A:1-184	66	2.79
gi|11497843|ref|NP_069065.1|_4-133_2PV7:A:92-243	56	2.71
gi|11497843|ref|NP_069065.1|_144-248_2PV7:A:244-371	23	5.57
gi|11497843|ref|NP_069065.1|_527-612_2QMW:A:185-264	21	3.81
gi|11497843|ref|NP_069065.1|_264-341_1YBZ:A:2-75	9	8.22
gi|11497844|ref|NP_069066.1|_15-195_2YSW:C:	67	3.27
gi|11497846|ref|NP_069068.1|_6-243_1OJX:A:	81	3.10
gi|11497847|ref|NP_069069.1|_1-263_1WDN:A:	62	3.60
gi|11497848|ref|NP_069070.1|_18-204_3DHW:A:6-208	37	5.49
gi|11497850|ref|NP_069072.1|_6-129_2GMN:A:29-292	82	3.22
gi|11497854|ref|NP_069076.1|_4-232_2APO:A:17-246	62	3.71
gi|11497854|ref|NP_069076.1|_236-318_2APO:A:247-331	32	2.66
gi|11497855|ref|NP_069077.1|_3-158_1VDM:A:1-153	48	3.19
gi|11497856|ref|NP_069078.1|_75-314_1YNY:A:53-384	103	3.22
gi|11497856|ref|NP_069078.1|_16-75,316-330_1E9Y:B:1-131,B:432-480	75	2.41
gi|11497857|ref|NP_069079.1|_2-134_1XQB:A:	67	3.45
gi|11497858|ref|NP_069080.1|_1-279_1H5R:A:	99	2.93
gi|11497858|ref|NP_069080.1|_237-329_1TDT:A:	114	2.25
gi|11497859|ref|NP_069081.1|_161-389_1OLT:A:	137	3.22
gi|11497860|ref|NP_069082.1|_13-280_1FNN:A:1-276	84	3.29
gi|11497860|ref|NP_069082.1|_286-391_1FNN:A:277-388	24	4.67
gi|11497861|ref|NP_069083.1|_38-112_1FX7:A:65-144	23	3.48
gi|11497861|ref|NP_069083.1|_123-188_2H3J:A:1-75	26	2.88
gi|11497862|ref|NP_069084.1|_16-172_1MKY:A:173-358	55	3.38
gi|11497863|ref|NP_069085.1|_4-353,380-453_1EI6:A:	153	2.65
gi|11497864|ref|NP_069086.1|_23-375_1Z41:A:2-338	103	3.27
gi|11497868|ref|NP_069090.1|_1-265_2VO1:A:1-273	56	4.88
gi|11497868|ref|NP_069090.1|_287-529_1VCO:A:298-547	77	3.25
gi|11497869|ref|NP_069091.1|_2-218_1GPM:A:208-404	42	4.69
gi|11497869|ref|NP_069091.1|_188-303_1GPM:A:405-525	32	3.78
gi|11497870|ref|NP_069092.1|_1-308_1NHP:A:120-242	41	3.00
gi|11497870|ref|NP_069092.1|_321-435_1NHP:A:322-447	40	3.15
gi|11497871|ref|NP_069093.1|_4-73_1Y0U:A:	20	4.75
gi|11497872|ref|NP_069094.1|_124-373_2R7K:A:124-361	65	3.66
gi|11497872|ref|NP_069094.1|_9-119_2R7K:A:1-123	45	2.73
gi|11497875|ref|NP_069097.1|_4-93_1NO5:A:	31	3.23
gi|11497876|ref|NP_069098.1|_93-408_1GTR:A:8-338	104	3.18
gi|11497876|ref|NP_069098.1|_403-541_1GTR:A:339-547	76	2.75
gi|11497878|ref|NP_069100.1|_7-548_1V25:A:	175	3.05
gi|11497879|ref|NP_069101.1|_73-288_1TZF:A:	81	3.19
gi|11497880|ref|NP_069102.1|_12-208_1RXW:A:3-219	63	3.44
gi|11497880|ref|NP_069102.1|_220-336_1RXW:A:220-324	23	4.57
gi|11497881|ref|NP_069103.1|_11-167_1Y5E:A:12-166	42	3.69
gi|11497882|ref|NP_069104.1|_36-134_1S7B:A:	24	4.54
gi|11497882|ref|NP_069104.1|_176-275_1S7B:A:	24	4.54
gi|11497886|ref|NP_069108.1|_3-195_1X0R:A:2-242	82	2.94
gi|11497887|ref|NP_069109.1|_5-64_1CLF:A:	25	2.20
gi|11497889|ref|NP_069111.1|_170-489_2I0Z:A:1-192,A:362-420	88	2.86
gi|11497889|ref|NP_069111.1|_23-106_1N62:A:3-81	33	2.39
gi|11497890|ref|NP_069112.1|_1-212,302-346_1NG4:A:1-218,A:307-364	86	3.22
gi|11497891|ref|NP_069113.1|_3-201_1K5C:A:	124	2.69
gi|11497892|ref|NP_069114.1|_35-333_1D0V:A:	96	3.60
gi|11497893|ref|NP_069115.1|_302-412_1P97:A:	37	3.05
gi|11497893|ref|NP_069115.1|_189-291_1P97:A:	37	3.05
gi|11497893|ref|NP_069115.1|_397-538_2K2N:A:31-200	53	3.21
gi|11497896|ref|NP_069118.1|_11-71_1YEZ:A:1-68	23	2.96
gi|11497897|ref|NP_069119.1|_13-78_2D1H:A:1-109	24	4.54
gi|11497899|ref|NP_069121.1|_6-232_1MZJ:A:3-183	54	3.35
gi|11497899|ref|NP_069121.1|_235-390_1WDK:C:264-391	35	3.66
gi|11497900|ref|NP_069122.1|_28-158_2GNR:A:8-144	46	2.98
gi|11497901|ref|NP_069123.1|_400-657_1HZD:A:	82	3.24
gi|11497901|ref|NP_069123.1|_1-184_1F0Y:A:12-203	61	3.15
gi|11497901|ref|NP_069123.1|_188-286_3HDH:A:204-302	25	3.96
gi|11497901|ref|NP_069123.1|_297-401_1F0Y:A:204-302	25	3.96
gi|11497902|ref|NP_069124.1|_1-242_1O97:C:	81	3.22
gi|11497903|ref|NP_069125.1|_192-312_1EFV:A:208-331	52	2.38
gi|11497903|ref|NP_069125.1|_1-186_1O97:D:1-192	66	2.91
gi|11497904|ref|NP_069126.1|_3-153_1X6V:A:34-228	41	4.76
gi|11497906|ref|NP_069128.1|_29-235_1OXS:C:1-242	79	3.06
gi|11497907|ref|NP_069129.1|_6-313_1IR6:A:	111	3.47
gi|11497909|ref|NP_069131.1|_4-145_2H1C:A:1-138	42	3.29
gi|11497911|ref|NP_069133.1|_1-118_2FE1:A:1-130	37	3.51
gi|11497914|ref|NP_069136.1|_2-101_1WOT:A:	31	3.16
gi|11497915|ref|NP_069137.1|_4-43_1W8I:A:	44	3.52
gi|11497917|ref|NP_069139.1|_1-191_1MV8:A:1-202	70	2.89
gi|11497917|ref|NP_069139.1|_201-295_1MV8:A:203-300	22	4.45
gi|11497922|ref|NP_069144.1|_5-239_1CJM:A:	66	4.33
gi|11497924|ref|NP_069146.1|_125-270_1C0M:A:49-216	52	3.23
gi|11497924|ref|NP_069146.1|_1-109_1PDN:C:	40	3.17
gi|11497926|ref|NP_069148.1|_11-180_2BM8:A:2-233	82	2.83
gi|11497927|ref|NP_069149.1|_1-46,79-144_2H1C:A:1-138	42	3.29
gi|11497928|ref|NP_069150.1|_1-57_2NWT:A:1-61	13	4.69
gi|11497929|ref|NP_069151.1|_1-137_2H1C:A:1-138	42	3.29
gi|11497930|ref|NP_069152.1|_50-110_2NWT:A:1-61	13	4.69
gi|11497931|ref|NP_069153.1|_1-143_2H1C:A:1-138	42	3.29
gi|11497932|ref|NP_069154.1|_1-145_2H1C:A:1-138	42	3.29
gi|11497933|ref|NP_069155.1|_6-60_2NWT:A:1-61	13	4.69
gi|11497935|ref|NP_069157.1|_2-271_1QG8:A:	70	3.64
gi|11497936|ref|NP_069158.1|_4-233_1QG8:A:	70	3.64
gi|11500016|ref|NP_071261.1|_2-138_1WLT:A:1-176	60	2.93
gi|11500015|ref|NP_071262.1|_1-281_1VL0:A:	88	3.31
gi|11497937|ref|NP_069161.1|_1-319_1BXK:A:	100	3.50
gi|11497938|ref|NP_069162.1|_1-301_1FXO:A:	95	3.07
gi|11497939|ref|NP_069163.1|_2-352_2F9F:A:2-167	56	2.96
gi|11497940|ref|NP_069164.1|_1-233_1QG8:A:	70	3.64
gi|11497942|ref|NP_069166.1|_64-151_1BQQ:M:	69	2.52
gi|11497944|ref|NP_069168.1|_228-343_2YZQ:A:1-122	39	3.13
gi|11497945|ref|NP_069169.1|_4-277_1U8V:A:1-275	81	3.40
gi|11497945|ref|NP_069169.1|_267-479_1U8V:A:276-490	58	3.71
gi|11497947|ref|NP_069171.1|_122-241_1RWZ:A:123-244	35	3.49
gi|11497947|ref|NP_069171.1|_1-122_1RWZ:A:1-122	36	3.39
gi|11497948|ref|NP_069172.1|_10-63,115-233,262-274_1ZT2:B:3-209	52	3.98
gi|11497949|ref|NP_069173.1|_7-72_1KU5:A:	18	3.67
gi|11497950|ref|NP_069174.1|_196-522_1G6O:A:	99	3.26
gi|11497951|ref|NP_069175.1|_15-391_1RRM:A:	102	3.77
gi|11497952|ref|NP_069176.1|_217-597_1AOR:A:211-605	121	3.26
gi|11497952|ref|NP_069176.1|_1-207_1AOR:A:1-210	72	2.92
gi|11497953|ref|NP_069177.1|_1-35_1DVB:A:148-191	15	2.93
gi|11497954|ref|NP_069178.1|_112-145_1NNQ:A:135-171	20	1.85
gi|11497955|ref|NP_069179.1|_1-190_2A5L:A:3-198	52	3.77
gi|11497956|ref|NP_069180.1|_5-120_4BFF:C:	43	2.88
gi|11497957|ref|NP_069181.1|_9-86_1R57:A:	27	3.74
gi|11497958|ref|NP_069182.1|_139-201_1JWW:A:	22	3.64
gi|11497960|ref|NP_069184.1|_17-122_2CWQ:A:1-117	27	4.33
gi|11497961|ref|NP_069185.1|_2-84_1MJH:A:	38	4.21
gi|11497963|ref|NP_069187.1|_2-222_1TF7:A:14-255	78	3.10
gi|11497966|ref|NP_069190.1|_6-223_1TF7:A:256-497	78	3.10
gi|11497967|ref|NP_069191.1|_12-68_2FDN:A:	25	2.20
gi|11497968|ref|NP_069192.1|_2-246_1VM7:A:	89	3.36
gi|11497970|ref|NP_069194.1|_90-211,298-421_2FWR:A:23-256	78	3.00
gi|11497971|ref|NP_069195.1|_2-74_1PM3:A:	21	4.57
gi|11497973|ref|NP_069197.1|_2-299_2B69:A:4-315	92	3.39
gi|11497974|ref|NP_069198.1|_3-74_1LJO:A:	19	4.00
gi|11497975|ref|NP_069199.1|_3-78_1RI7:A:25-84	15	4.00
gi|11497976|ref|NP_069200.1|_426-599_1XHK:A:	58	3.19
gi|11497976|ref|NP_069200.1|_23-95,189-399_1SXJ:D:26-262	71	3.34
gi|11497978|ref|NP_069202.1|_37-662_1PG4:A:	222	2.90
gi|11497979|ref|NP_069203.1|_4-396_1PW4:A:	82	5.49
gi|11497982|ref|NP_069206.1|_5-331_1T5O:A:	110	3.18
gi|11497983|ref|NP_069207.1|_31-179_1ORN:A:	60	3.75
gi|11497984|ref|NP_069208.1|_10-216_2PW9:A:7-257	66	3.80
gi|11497985|ref|NP_069209.1|_92-181_1MP9:A:97-197	31	3.26
gi|11497985|ref|NP_069209.1|_3-91_1MP9:A:5-96	26	3.54
gi|11497986|ref|NP_069210.1|_5-260_1YV9:A:4-256	86	2.94
gi|11497988|ref|NP_069212.1|_132-320_1TX2:A:	83	3.29
gi|11497989|ref|NP_069213.1|_182-371_1Q7Z:A:301-559	77	3.36
gi|11497990|ref|NP_069214.1|_1-252_1HYQ:A:	65	3.57
gi|11497991|ref|NP_069215.1|_21-421_1RU3:A:	230	3.17
gi|11497993|ref|NP_069217.1|_1-246_1VHV:A:	81	3.30
gi|11497994|ref|NP_069218.1|_45-148_1O7I:A:	37	3.11
gi|11497994|ref|NP_069218.1|_151-230_1O7I:A:	37	3.11
gi|11497998|ref|NP_069222.1|_44-185_2AEE:A:1-208	61	3.41
gi|11497999|ref|NP_069223.1|_1-251_1QG8:A:	70	3.64
gi|11498000|ref|NP_069224.1|_7-267_1R30:A:	98	3.18
gi|11498001|ref|NP_069225.1|_3-248_2NXO:A:5-281	77	3.60
gi|11498002|ref|NP_069226.1|_16-317_1OLT:A:	137	3.22
gi|11498005|ref|NP_069229.1|_2-218_1VPL:A:	65	3.66
gi|11498006|ref|NP_069230.1|_37-208_1W1O:A:40-245	76	2.71
gi|11498006|ref|NP_069230.1|_183-439_1F0X:A:274-567	64	4.59
gi|11498007|ref|NP_069231.1|_1-308_1NHP:A:120-242	41	3.00
gi|11498007|ref|NP_069231.1|_315-432_1NHP:A:322-447	40	3.15
gi|11498008|ref|NP_069232.1|_6-155_1Y0U:A:	20	4.75
gi|11498012|ref|NP_069236.1|_1-320_1NHP:A:120-242	41	3.00
gi|11498012|ref|NP_069236.1|_328-452_1NHP:A:322-447	40	3.15
gi|11498012|ref|NP_069236.1|_448-550_1TQ1:A:	40	2.98
gi|11498013|ref|NP_069237.1|_8-267_1TYY:A:	88	3.45
gi|11498015|ref|NP_069239.1|_1-224_2F6U:A:1001-1231	71	3.25
gi|11498018|ref|NP_069242.1|_35-206_1WFX:A:	62	2.90
gi|11498021|ref|NP_069245.1|_1-385_1GDE:A:	115	3.37
gi|11498022|ref|NP_069246.1|_290-398_1V9Y:A:	35	3.23
gi|11498022|ref|NP_069246.1|_514-640_1V9Y:A:	35	3.23
gi|11498022|ref|NP_069246.1|_393-515_1V9Y:A:	35	3.23
gi|11498022|ref|NP_069246.1|_642-771_2K2N:A:31-200	53	3.21
gi|11498023|ref|NP_069247.1|_2-315_1LI5:A:1-315	99	3.18
gi|11498023|ref|NP_069247.1|_346-466_1U0B:B:316-461	41	3.56
gi|11498030|ref|NP_069254.1|_11-159_1OB3:A:	90	3.18
