PDB_ID	Total_Structures	Average_Length
gi|48477157|ref|YP_022863.1|_8-376_1IO7:A:	113	3.24
gi|48477158|ref|YP_022864.1|_10-436_1PW4:A:	82	5.49
gi|48477159|ref|YP_022865.1|_4-244_1G29:1:1-240	73	3.29
gi|48477159|ref|YP_022865.1|_238-343_1OXS:C:243-352	35	3.14
gi|48477160|ref|YP_022866.1|_4-268_2R6G:G:7-296	72	4.03
gi|48477161|ref|YP_022867.1|_56-285_2R6G:F:261-504	64	3.81
gi|48477161|ref|YP_022867.1|_12-54_2R6G:F:13-260	84	2.95
gi|48477162|ref|YP_022868.1|_48-447_1EU8:A:	130	3.13
gi|48477163|ref|YP_022869.1|_230-460_1O7D:A:51-342,B:347-384	104	3.18
gi|48477163|ref|YP_022869.1|_586-952_1O7D:C:488-585,D:603-875,E:885-1007	165	2.98
gi|48477163|ref|YP_022869.1|_491-589_1HTY:A:412-522	30	3.70
gi|48477164|ref|YP_022870.1|_152-493_2F2H:A:248-585	104	3.25
gi|48477164|ref|YP_022870.1|_13-150_2F2H:A:1-247	81	3.05
gi|48477164|ref|YP_022870.1|_495-558_2F2H:A:586-665	35	2.29
gi|48477165|ref|YP_022871.1|_10-454_1PW4:A:	82	5.49
gi|48477167|ref|YP_022873.1|_11-236_1VPL:A:	65	3.66
gi|48477170|ref|YP_022876.1|_1-120_1FJJ:A:	59	2.68
gi|48477172|ref|YP_022878.1|_5-396_1PV7:A:	68	6.13
gi|48477174|ref|YP_022880.1|_59-290_1K5C:A:	124	2.69
gi|48477175|ref|YP_022881.1|_3-541_1X87:A:	138	3.95
gi|48477177|ref|YP_022883.1|_55-347_2BB0:A:74-373	91	3.30
gi|48477177|ref|YP_022883.1|_2-56,346-388_1GKP:A:2-54,A:390-459	49	2.53
gi|48477178|ref|YP_022884.1|_5-294_1GQ6:A:	95	3.17
gi|48477179|ref|YP_022885.1|_1-486_1B8F:A:	128	3.98
gi|48477180|ref|YP_022886.1|_1-195_1G3Q:A:	77	3.08
gi|48477180|ref|YP_022886.1|_242-437_1Q7R:A:	54	4.04
gi|48477181|ref|YP_022887.1|_1-212_3EEQ:A:8-214	62	3.31
gi|48477181|ref|YP_022887.1|_200-320_3BY5:A:8-130	37	3.32
gi|48477182|ref|YP_022888.1|_3-276_1SR8:A:	102	2.76
gi|48477183|ref|YP_022889.1|_2-191_1V9C:A:	59	3.46
gi|48477185|ref|YP_022891.1|_16-154_2GH1:A:13-293	80	3.51
gi|48477186|ref|YP_022892.1|_13-95_2FSW:A:3-104	29	3.52
gi|48477188|ref|YP_022894.1|_131-359_1R0M:A:133-375	100	2.43
gi|48477188|ref|YP_022894.1|_1-119_1SJD:A:1-125	31	4.03
gi|48477189|ref|YP_022895.1|_157-398_1XHB:A:95-422	99	3.31
gi|48477190|ref|YP_022896.1|_20-215_1J2R:A:	53	3.55
gi|48477192|ref|YP_022898.1|_26-167_1T43:A:	86	3.19
gi|48477193|ref|YP_022899.1|_10-131_1FB6:A:	29	3.59
gi|48477195|ref|YP_022901.1|_11-235_1JE0:A:	63	3.71
gi|48477197|ref|YP_022903.1|_217-476_1PYS:A:	77	3.45
gi|48477197|ref|YP_022903.1|_2-74_1XMA:A:	21	4.90
gi|48477199|ref|YP_022905.1|_14-419_1PV7:A:	68	6.13
gi|48477200|ref|YP_022906.1|_369-752_1WNS:A:348-758	109	3.77
gi|48477200|ref|YP_022906.1|_11-373_1WNS:A:1-347	102	3.40
gi|48477201|ref|YP_022907.1|_1-162_1F9A:A:	51	3.22
gi|48477202|ref|YP_022908.1|_1-141_1F7R:A:	49	2.71
gi|48477204|ref|YP_022910.1|_4-213_1R61:A:	81	2.53
gi|48477207|ref|YP_022913.1|_7-262_1O6Y:A:	73	3.78
gi|48477207|ref|YP_022913.1|_288-549_3D31:A:1-229	75	3.05
gi|48477208|ref|YP_022914.1|_3-126_1RFE:A:	38	4.21
gi|48477210|ref|YP_022916.1|_12-391_1PV7:A:	68	6.13
gi|48477213|ref|YP_022919.1|_42-421_1V8Z:A:1-386	116	3.33
gi|48477215|ref|YP_022921.1|_4-166_1NWA:A:	57	3.54
gi|48477217|ref|YP_022923.1|_4-140_1ORQ:C:	41	5.44
gi|48477217|ref|YP_022923.1|_120-263_2FY8:A:116-244	45	2.89
gi|48477218|ref|YP_022924.1|_1-214_1DIQ:A:7-242	92	2.57
gi|48477218|ref|YP_022924.1|_223-449_1DIQ:A:243-521	77	3.62
gi|48477219|ref|YP_022925.1|_15-121_1CLF:A:	25	2.20
gi|48477220|ref|YP_022926.1|_15-320_1TZ9:A:	118	3.10
gi|48477221|ref|YP_022927.1|_3-114_1JFL:A:1-115	38	3.03
gi|48477221|ref|YP_022927.1|_116-222_1JFL:A:116-228	33	3.42
gi|48477222|ref|YP_022928.1|_4-400_1PMM:A:	140	3.21
gi|48477223|ref|YP_022929.1|_4-315_1Z7W:A:3-322	101	3.17
gi|48477224|ref|YP_022930.1|_50-264_1NI5:A:0-226	59	3.83
gi|48477226|ref|YP_022932.1|_13-136_1MJH:A:	38	4.21
gi|48477228|ref|YP_022934.1|_277-301,336-385,412-536_2B8E:A:416-434,A:548-663	46	2.96
gi|48477228|ref|YP_022934.1|_95-191_1SU4:A:125-239	52	2.21
gi|48477228|ref|YP_022934.1|_19-94,192-283,542-652_1SU4:A:1-124,A:240-343,A:751-994	104	4.56
gi|48477230|ref|YP_022936.1|_511-596_1ELR:A:	22	5.82
gi|48477234|ref|YP_022940.1|_4-190_1PV7:A:	68	6.13
gi|48477234|ref|YP_022940.1|_201-468_1PW4:A:	82	5.49
gi|48477235|ref|YP_022941.1|_174-267_1S7B:A:	24	4.54
gi|48477235|ref|YP_022941.1|_58-132_1S7B:A:	24	4.54
gi|48477236|ref|YP_022942.1|_375-395,430-658_2B8E:A:416-434,A:548-663	46	2.96
gi|48477236|ref|YP_022942.1|_174-271_1SU4:A:125-239	52	2.21
gi|48477236|ref|YP_022942.1|_120-175,272-371,597-648_1SU4:A:1-124,A:240-343,A:751-994	104	4.56
gi|48477237|ref|YP_022943.1|_3-310_2IDB:A:6-325	116	2.76
gi|48477237|ref|YP_022943.1|_314-473_2IDB:A:326-491	50	3.32
gi|48477240|ref|YP_022946.1|_4-386_1PB1:A:	126	3.30
gi|48477241|ref|YP_022947.1|_3-358_1O7X:A:	86	4.27
gi|48477242|ref|YP_022948.1|_8-278_1MUM:A:	85	3.40
gi|48477243|ref|YP_022949.1|_4-423_1SZQ:A:	143	3.31
gi|48477244|ref|YP_022950.1|_13-305_2F4L:A:1-283	92	3.08
gi|48477245|ref|YP_022951.1|_3-118_1G5C:A:	49	3.45
gi|48477246|ref|YP_022952.1|_86-230_1EP3:B:103-262	54	2.96
gi|48477246|ref|YP_022952.1|_4-91_1EP3:B:2-102	36	2.81
gi|48477247|ref|YP_022953.1|_1-296_1EP3:A:	118	2.64
gi|48477248|ref|YP_022954.1|_251-318,375-404,847-1154_1SXJ:C:12-238	70	3.24
gi|48477248|ref|YP_022954.1|_1174-1269_1CW0:A:	45	3.44
gi|48477249|ref|YP_022955.1|_162-316_1N3Y:A:	60	3.15
gi|48477250|ref|YP_022956.1|_5-250_1G8P:A:	96	3.47
gi|48477252|ref|YP_022958.1|_47-142,191-256,294-662_1DPE:A:	167	3.04
gi|48477253|ref|YP_022959.1|_46-144,210-638_1DPE:A:	167	3.04
gi|48477255|ref|YP_022961.1|_13-237_2F6U:A:1001-1231	71	3.25
gi|48477256|ref|YP_022962.1|_36-295_1R61:A:	81	2.53
gi|48477257|ref|YP_022963.1|_7-284_1U1J:A:2-395	125	3.15
gi|48477258|ref|YP_022964.1|_4-337_1U1J:A:396-760	132	2.77
gi|48477259|ref|YP_022965.1|_126-457_1SIO:A:	126	2.83
gi|48477259|ref|YP_022965.1|_966-1033_3CSB:A:375-467	33	2.82
gi|48477261|ref|YP_022967.1|_3-122_2QI2:A:1-126	31	4.06
gi|48477261|ref|YP_022967.1|_247-338_2QI2:A:244-338	28	3.39
gi|48477261|ref|YP_022967.1|_126-244_2QI2:A:127-243	33	3.55
gi|48477263|ref|YP_022969.1|_1-181_1SBZ:A:	56	3.32
gi|48477264|ref|YP_022970.1|_2-110_1OI0:A:	38	3.18
gi|48477265|ref|YP_022971.1|_2-264_1U0T:A:	86	3.51
gi|48477266|ref|YP_022972.1|_4-418_1QF5:A:	154	2.80
gi|48477269|ref|YP_022975.1|_104-393_1FLG:A:	227	2.56
gi|48477270|ref|YP_022976.1|_5-107_2D1H:A:1-109	24	4.54
gi|48477271|ref|YP_022977.1|_2-83_2QSB:A:2-86	21	4.05
gi|48477272|ref|YP_022978.1|_17-95_1RI7:A:85-170	24	3.58
gi|48477273|ref|YP_022979.1|_17-236_1VPL:A:	65	3.66
gi|48477275|ref|YP_022981.1|_2-148_2V7F:A:2-150	35	4.26
gi|48477276|ref|YP_022982.1|_10-110_1EIJ:A:	17	4.24
gi|48477279|ref|YP_022985.1|_1-216_1G61:A:	90	2.50
gi|48477280|ref|YP_022986.1|_5-164_1ORO:A:	60	3.55
gi|48477281|ref|YP_022987.1|_216-578_1SIO:A:	126	2.83
gi|48477281|ref|YP_022987.1|_43-188_1T1E:A:12-190	60	2.98
gi|48477282|ref|YP_022988.1|_2-203_2CZD:A:1-206	62	3.32
gi|48477283|ref|YP_022989.1|_3-107,136-198_1EF8:A:	77	3.39
gi|48477284|ref|YP_022990.1|_23-303_1J33:A:	93	3.58
gi|48477286|ref|YP_022992.1|_22-249_3DHW:C:1-240	71	3.38
gi|48477287|ref|YP_022993.1|_2-255_3DHW:C:1-240	71	3.38
gi|48477288|ref|YP_022994.1|_119-293_3DHW:A:6-208	37	5.49
gi|48477289|ref|YP_022995.1|_99-166,204-328_3D31:C:13-260	44	5.64
gi|48477290|ref|YP_022996.1|_1-119_2I52:A:1-120	28	4.25
gi|48477291|ref|YP_022997.1|_4-166_2I3B:A:1-189	58	3.26
gi|48477292|ref|YP_022998.1|_1-320_2DUL:A:3-377	104	3.61
gi|48477294|ref|YP_023000.1|_2-199_1G8L:A:178-326	50	2.98
gi|48477296|ref|YP_023002.1|_1-228_1TZF:A:	81	3.19
gi|48477297|ref|YP_023003.1|_19-499_1BXS:A:	157	3.15
gi|48477298|ref|YP_023004.1|_8-326_1J1U:A:	81	3.78
gi|48477300|ref|YP_023006.1|_4-236_1A77:A:2-208	74	2.80
gi|48477300|ref|YP_023006.1|_221-338_1RXW:A:220-324	23	4.57
gi|48477301|ref|YP_023007.1|_11-226_1PZN:A:96-349	73	3.48
gi|48477302|ref|YP_023008.1|_5-245_2D1Y:A:2-249	73	3.40
gi|48477303|ref|YP_023009.1|_5-412_1PW4:A:	82	5.49
gi|48477304|ref|YP_023010.1|_9-273_1ESM:A:	95	3.27
gi|48477307|ref|YP_023013.1|_3-162_1DUS:A:	56	3.46
gi|48477308|ref|YP_023014.1|_62-292_1UDX:A:157-336	58	3.10
gi|48477308|ref|YP_023014.1|_279-357_1WXQ:A:320-395	25	3.04
gi|48477309|ref|YP_023015.1|_2-81_2ACY:A:	30	3.27
gi|48477310|ref|YP_023016.1|_2-311_1V71:A:6-323	89	3.57
gi|48477310|ref|YP_023016.1|_326-399_2FGC:A:27-104	20	3.90
gi|48477311|ref|YP_023017.1|_1-220,738-870_1II8:A:,B:	96	3.85
gi|48477311|ref|YP_023017.1|_391-488_1L8D:B:	13	8.54
gi|48477312|ref|YP_023018.1|_1-306_1II7:A:	108	3.08
gi|48477313|ref|YP_023019.1|_129-471_1FP6:A:	86	3.36
gi|48477316|ref|YP_023022.1|_66-143_1DK1:A:	15	5.73
gi|48477317|ref|YP_023023.1|_3-214,284-442_1IR6:A:	111	3.47
gi|48477318|ref|YP_023024.1|_3-177,279-375_2Q43:A:16-194,A:314-407	79	3.47
gi|48477318|ref|YP_023024.1|_165-269_1YSJ:A:178-292	20	5.75
gi|48477319|ref|YP_023025.1|_2-163_1ZL0:A:3-169	48	3.48
gi|48477319|ref|YP_023025.1|_143-299_2AUN:A:152-307	50	3.12
gi|48477320|ref|YP_023026.1|_3-417_2GSA:A:	141	3.03
gi|48477321|ref|YP_023027.1|_1-202_1PDA:A:3-219	71	3.06
gi|48477321|ref|YP_023027.1|_211-259_1GTK:A:220-313	23	4.09
gi|48477322|ref|YP_023028.1|_7-216_1WD7:A:	76	3.42
gi|48477323|ref|YP_023029.1|_86-170_1TUA:A:85-188	21	4.95
gi|48477323|ref|YP_023029.1|_9-80_1TUA:A:1-84	23	3.65
gi|48477324|ref|YP_023030.1|_38-248_1TQI:A:91-282	47	4.09
gi|48477325|ref|YP_023031.1|_5-104_1JT8:A:	32	3.19
gi|48477328|ref|YP_023034.1|_74-137_1HH2:P:277-344	21	3.24
gi|48477329|ref|YP_023035.1|_32-499_1I50:A:	465	3.12
gi|48477330|ref|YP_023036.1|_4-869_1I50:A:	465	3.12
gi|48477331|ref|YP_023037.1|_4-1192_1I50:B:	360	3.35
gi|48477332|ref|YP_023038.1|_4-83_1EIK:A:	25	3.08
gi|48477333|ref|YP_023039.1|_9-324_1T9K:A:	118	2.88
gi|48477334|ref|YP_023040.1|_2-218,293-418_1R6T:A:82-467	110	3.50
gi|48477335|ref|YP_023041.1|_2-117_1Q9U:A:	32	4.00
gi|48477336|ref|YP_023042.1|_2-225_1EBD:A:7-154,A:272-346	77	2.91
gi|48477336|ref|YP_023042.1|_324-445_1DXL:A:348-470	39	3.15
gi|48477336|ref|YP_023042.1|_176-320_1ONF:A:154-270	43	2.72
gi|48477337|ref|YP_023043.1|_1-266_1ZZM:A:1-259	77	3.36
gi|48477338|ref|YP_023044.1|_7-133_2E9X:D:21-165	28	5.18
gi|48477340|ref|YP_023046.1|_4-235_1QG8:A:	70	3.64
gi|48477341|ref|YP_023047.1|_22-559_7REQ:A:4-560	158	3.53
gi|48477342|ref|YP_023048.1|_26-154_7REQ:A:561-728	47	3.57
gi|48477343|ref|YP_023049.1|_2-288_2QM8:A:5-327	84	3.88
gi|48477344|ref|YP_023050.1|_3-357_1R53:A:	94	3.95
gi|48477346|ref|YP_023052.1|_105-336_2IW1:A:2-371	119	3.11
gi|48477347|ref|YP_023053.1|_1-207_2CBN:A:1-305	114	2.68
gi|48477348|ref|YP_023054.1|_144-201_1RP3:A:164-234	14	5.07
gi|48477351|ref|YP_023057.1|_27-187,220-307_1ZNN:A:18-271	74	3.43
gi|48477353|ref|YP_023059.1|_6-226_1EFP:B:	77	3.19
gi|48477354|ref|YP_023060.1|_168-288_1EFP:A:185-308	49	2.53
gi|48477354|ref|YP_023060.1|_33-149_1EFP:A:2-184	56	3.27
gi|48477355|ref|YP_023061.1|_15-635_1PG4:A:	222	2.90
gi|48477358|ref|YP_023064.1|_1-114_1L1S:A:	33	3.36
gi|48477359|ref|YP_023065.1|_163-250_1UHT:A:	46	2.54
gi|48477360|ref|YP_023066.1|_3-261_2NYM:C:2-294	96	3.05
gi|48477361|ref|YP_023067.1|_39-200_1ATZ:A:	52	3.54
gi|48477363|ref|YP_023069.1|_90-342_1G6O:A:	99	3.26
gi|48477367|ref|YP_023073.1|_16-357_2F9F:A:2-167	56	2.96
gi|48477368|ref|YP_023074.1|_41-252_1WXX:A:65-382	92	3.46
gi|48477370|ref|YP_023076.1|_32-379_2F9F:A:2-167	56	2.96
gi|48477371|ref|YP_023077.1|_6-86_1ULY:A:	41	4.63
gi|48477373|ref|YP_023079.1|_8-207_1QG8:A:	70	3.64
gi|48477374|ref|YP_023080.1|_10-201_1QG8:A:	70	3.64
gi|48477375|ref|YP_023081.1|_66-409_2BIS:A:1-437	142	3.08
gi|48477376|ref|YP_023082.1|_9-349_2F9F:A:2-167	56	2.96
gi|48477377|ref|YP_023083.1|_6-106_1QG8:A:	70	3.64
gi|48477379|ref|YP_023085.1|_1-297_1H5R:A:	99	2.93
gi|48477380|ref|YP_023086.1|_2-267_1VL0:A:	88	3.31
gi|48477381|ref|YP_023087.1|_4-47_2FY9:A:1-54	19	2.84
gi|48477382|ref|YP_023088.1|_3-311_1G1A:A:	106	3.32
gi|48477383|ref|YP_023089.1|_3-174_1EP0:A:	60	3.05
gi|48477384|ref|YP_023090.1|_1-253_1UDB:A:	102	3.31
gi|48477385|ref|YP_023091.1|_3-132_2BIS:A:1-437	142	3.08
gi|48477386|ref|YP_023092.1|_6-194_1QG8:A:	70	3.64
gi|48477387|ref|YP_023093.1|_3-365_2BIS:A:1-437	142	3.08
gi|48477389|ref|YP_023095.1|_5-101_1O6C:A:	100	3.77
gi|48477391|ref|YP_023097.1|_10-82_1MKM:A:1-75	24	3.12
gi|48477392|ref|YP_023098.1|_274-594_2JAV:A:3-271	70	3.84
gi|48477393|ref|YP_023099.1|_70-342_2F9F:A:2-167	56	2.96
gi|48477395|ref|YP_023101.1|_2-137_1J3A:A:	42	3.38
gi|48477396|ref|YP_023102.1|_4-133_1FJG:I:	38	3.34
gi|48477397|ref|YP_023103.1|_1-72_1I50:J:	25	2.60
gi|48477399|ref|YP_023105.1|_5-91_1QG8:A:	70	3.64
gi|48477400|ref|YP_023106.1|_3-149_1IX5:A:	63	2.40
gi|48477401|ref|YP_023107.1|_8-177_1GZ0:A:78-243	55	3.02
gi|48477403|ref|YP_023109.1|_6-440_1PW4:A:	82	5.49
gi|48477404|ref|YP_023110.1|_2-475_1WND:A:	143	3.31
gi|48477405|ref|YP_023111.1|_433-716_1FWX:A:8-451	153	3.00
gi|48477405|ref|YP_023111.1|_102-329_1QKS:A:136-567	151	2.86
gi|48477406|ref|YP_023112.1|_2-127_2AE6:A:1-161	37	4.35
gi|48477408|ref|YP_023114.1|_1-75,162-332_1E0T:A:1-69,A:168-344	60	4.12
gi|48477408|ref|YP_023114.1|_340-463_1E0T:A:354-470	40	2.92
gi|48477408|ref|YP_023114.1|_70-161_1A3W:A:88-188	42	2.40
gi|48477411|ref|YP_023117.1|_11-254_1RZM:A:	123	2.75
gi|48477412|ref|YP_023118.1|_7-238_1A53:A:	80	3.09
gi|48477413|ref|YP_023119.1|_1-184_1QDL:B:	59	3.31
gi|48477414|ref|YP_023120.1|_11-367_1QDL:A:	126	3.35
gi|48477415|ref|YP_023121.1|_1-184_1NSJ:A:	69	2.97
gi|48477416|ref|YP_023122.1|_69-321_1O17:A:71-343	79	3.46
gi|48477416|ref|YP_023122.1|_5-60_1O17:A:1-70	14	5.00
gi|48477417|ref|YP_023123.1|_4-242_1GEQ:A:	67	3.70
gi|48477418|ref|YP_023124.1|_43-416_1V8Z:A:1-386	116	3.33
gi|48477419|ref|YP_023125.1|_5-108_1Y2I:A:	27	4.89
gi|48477420|ref|YP_023126.1|_1-213_1HG3:A:	79	2.84
gi|48477428|ref|YP_023134.1|_8-183_1RO2:A:	77	2.73
gi|48477428|ref|YP_023134.1|_490-630_1TUE:A:	73	2.89
gi|48477431|ref|YP_023137.1|_8-75_1P6R:A:	19	4.32
gi|48477434|ref|YP_023140.1|_135-310_1A0P:A:111-292	49	3.71
gi|48477435|ref|YP_023141.1|_3-52_1Z77:A:1-75	12	6.25
gi|48477437|ref|YP_023143.1|_420-828_1LF6:A:288-684	142	2.80
gi|48477438|ref|YP_023144.1|_3-221_1FMC:A:	72	3.54
gi|48477441|ref|YP_023147.1|_5-117_1J08:A:2-119	38	3.11
gi|48477441|ref|YP_023147.1|_122-212_1J08:A:120-226	30	3.57
gi|48477442|ref|YP_023148.1|_101-248_2E1B:A:88-216	38	3.39
gi|48477442|ref|YP_023148.1|_11-83_2E1B:A:1-87	36	2.42
gi|48477443|ref|YP_023149.1|_2-334_1IUG:A:	109	3.19
gi|48477444|ref|YP_023150.1|_100-277_1YGY:A:99-282	69	2.67
gi|48477444|ref|YP_023150.1|_2-152_1YGY:A:3-98,A:283-316	54	2.43
gi|48477445|ref|YP_023151.1|_3-345_1Z41:A:2-338	103	3.27
gi|48477445|ref|YP_023151.1|_322-430_1PS9:A:331-465,A:628-671	60	3.00
gi|48477446|ref|YP_023152.1|_1-294_2A6A:A:1-103	30	3.43
gi|48477446|ref|YP_023152.1|_341-516_1JKS:A:	95	3.08
gi|48477447|ref|YP_023153.1|_2-87_1P71:A:	23	4.09
gi|48477448|ref|YP_023154.1|_1-60_2CFX:A:1-63	17	3.71
gi|48477448|ref|YP_023154.1|_64-137_1I1G:A:62-141	20	4.00
gi|48477449|ref|YP_023155.1|_4-211_1X0R:A:2-242	82	2.94
gi|48477450|ref|YP_023156.1|_1-88_1ZPY:A:4-94	18	5.06
gi|48477451|ref|YP_023157.1|_3-197_1MEO:A:	61	3.41
gi|48477453|ref|YP_023159.1|_1-288_1VLL:A:	101	3.18
gi|48477454|ref|YP_023160.1|_2-117_2GNR:A:8-144	46	2.98
gi|48477455|ref|YP_023161.1|_19-247_1ULQ:A:276-400	36	3.47
gi|48477455|ref|YP_023161.1|_268-390_1WDK:C:264-391	35	3.66
gi|48477456|ref|YP_023162.1|_169-344_1TVZ:A:168-388	64	3.45
gi|48477456|ref|YP_023162.1|_3-166_1TVZ:A:2-167	54	3.07
gi|48477457|ref|YP_023163.1|_54-187_1WIN:A:	35	4.06
gi|48477458|ref|YP_023164.1|_2-233_1ZQ9:A:36-313	84	3.31
gi|48477459|ref|YP_023165.1|_2-182_2I5H:A:16-195	56	3.21
gi|48477460|ref|YP_023166.1|_2-101_2C35:A:14-142	36	3.58
gi|48477462|ref|YP_023168.1|_240-373_2EY4:A:8-252	77	3.18
gi|48477463|ref|YP_023169.1|_1-42_1I50:L:	21	2.19
gi|48477464|ref|YP_023170.1|_10-77_1JJ2:Y:	26	2.81
gi|48477465|ref|YP_023171.1|_9-208_2BA0:G:3-178	54	3.26
gi|48477465|ref|YP_023171.1|_180-256_2JE6:A:192-275	22	3.82
gi|48477466|ref|YP_023172.1|_7-181_2BA0:D:10-153	43	3.35
gi|48477466|ref|YP_023172.1|_150-233_2BA0:D:154-252	16	6.19
gi|48477467|ref|YP_023173.1|_54-141_2JE6:I:66-152	31	2.81
gi|48477467|ref|YP_023173.1|_141-214_2BA0:A:136-219	24	3.50
gi|48477467|ref|YP_023173.1|_2-53_2BA0:A:2-52	25	2.04
gi|48477469|ref|YP_023175.1|_4-81_7FD1:A:	44	2.41
gi|48477470|ref|YP_023176.1|_1-175,259-354_2I0Z:A:1-192,A:362-420	88	2.86
gi|48477470|ref|YP_023176.1|_173-258_2GMH:A:237-335	31	3.19
gi|48477472|ref|YP_023178.1|_336-568_2HU7:A:322-581	77	3.38
gi|48477472|ref|YP_023178.1|_48-68,164-328_1K32:A:39-319	100	2.81
gi|48477474|ref|YP_023180.1|_45-69,111-280_2G40:A:38-212	52	3.37
gi|48477474|ref|YP_023180.1|_270-369_1KF6:B:106-243	39	3.54
gi|48477475|ref|YP_023181.1|_1-146_2A4V:A:59-214	51	3.06
gi|48477476|ref|YP_023182.1|_2-239_2P90:A:6-274	68	3.96
gi|298205343|ref|YP_003717795.1|_4-48_2EY4:E:4-55	22	2.36
gi|48477477|ref|YP_023183.1|_81-168_2AHO:B:85-175	21	4.33
gi|48477477|ref|YP_023183.1|_169-247_2AHO:B:176-264	23	3.87
gi|48477477|ref|YP_023183.1|_3-84_2AHO:B:1-84	24	3.50
gi|48477478|ref|YP_023184.1|_11-59_1QXF:A:	25	2.32
gi|48477481|ref|YP_023187.1|_1-106_1GD7:A:	44	2.48
gi|48477482|ref|YP_023188.1|_176-274_1S7B:A:	24	4.54
gi|48477482|ref|YP_023188.1|_38-135_1S7B:A:	24	4.54
gi|48477483|ref|YP_023189.1|_16-203,389-630_1ILE:A:1-197,A:387-641	144	3.15
gi|48477483|ref|YP_023189.1|_644-855_1ILE:A:642-821	44	4.09
